datasource_id,emissions_factor_id
b88fc2aa-9df2-393a-8f35-ebe24291a9be,40b1f0d3-47dd-4732-a84b-752aa22568f0
b88fc2aa-9df2-393a-8f35-ebe24291a9be,2ac827e5-35eb-4ed3-ad04-04ec9da9a007
b88fc2aa-9df2-393a-8f35-ebe24291a9be,ff97bdf7-9f91-4e19-95e7-6bd41f718140
d8b2777e-2703-318e-b45c-4ad879b6c304,de9d8577-d788-4a63-9ced-68e77afdb27e
d8b2777e-2703-318e-b45c-4ad879b6c304,f84cf6f7-8cdf-4be2-88ff-fd15ce410e57
d8b2777e-2703-318e-b45c-4ad879b6c304,0239f68e-8f74-43ed-930d-b4867450afc4
b88fc2aa-9df2-393a-8f35-ebe24291a9be,0fc5d9d9-592f-4769-ae1d-498612953547
b88fc2aa-9df2-393a-8f35-ebe24291a9be,62c34c30-dae9-43a7-9be8-b9760ef4c67d
b88fc2aa-9df2-393a-8f35-ebe24291a9be,50d1bfb0-863c-408d-84e8-e093cd4119cb
b88fc2aa-9df2-393a-8f35-ebe24291a9be,577f69b9-4a4b-45cc-b824-16684bcd63b3
b88fc2aa-9df2-393a-8f35-ebe24291a9be,40a57e34-e238-4352-8371-b3442d2e6ac1
b88fc2aa-9df2-393a-8f35-ebe24291a9be,d8957ec7-27f0-4046-ab5a-fb8fcb23a64f
a7350de0-c5de-30a3-96cd-48d965b6174f,545254b2-2a76-4f09-99fc-b7459e473f5a
a7350de0-c5de-30a3-96cd-48d965b6174f,acb6df5a-85e6-4fb3-9ac6-1ddaa7579b35
a7350de0-c5de-30a3-96cd-48d965b6174f,e4bf679a-33b5-4010-8830-e1e8a3296325
2de011ab-7b46-33bc-9888-b5d9fdfa8ba0,e2dbfac7-e78d-4b65-9e7a-ebdbaeb53147
2de011ab-7b46-33bc-9888-b5d9fdfa8ba0,94965d5f-df33-44fa-9e48-ec05280a0969
2de011ab-7b46-33bc-9888-b5d9fdfa8ba0,495dc97b-5af3-4bf5-8102-fb63dfb95feb
a7350de0-c5de-30a3-96cd-48d965b6174f,529a37b9-4163-4f9a-aed1-036dd121a136
a7350de0-c5de-30a3-96cd-48d965b6174f,453ee422-1ef3-4e20-9763-9b01e10b0e3c
a7350de0-c5de-30a3-96cd-48d965b6174f,07f28d15-e43f-4630-9f08-81f7ecb860f7
a7350de0-c5de-30a3-96cd-48d965b6174f,3afa8cd7-b1bf-4c6f-8591-417fdec941f6
a7350de0-c5de-30a3-96cd-48d965b6174f,af9b4bfa-7a0a-4bd7-b8e6-f3e004a4da5d
a7350de0-c5de-30a3-96cd-48d965b6174f,c8a14e95-5468-436e-9773-1119b2f7c54f
a7350de0-c5de-30a3-96cd-48d965b6174f,c7a6f3f7-d1da-4a14-b284-ac7c5e9eaca5
a7350de0-c5de-30a3-96cd-48d965b6174f,419873f5-ca2c-45a5-bac8-75d2bd61b296
a7350de0-c5de-30a3-96cd-48d965b6174f,f2d590d3-4976-41d3-b345-793824540d55
bbc804f3-04af-3084-9f83-e031758b1e18,aeccf390-639d-4b04-8020-2b1eebda1ab9
bbc804f3-04af-3084-9f83-e031758b1e18,74a910bf-7e59-4026-a275-f2228f7d482f
bbc804f3-04af-3084-9f83-e031758b1e18,fc393263-554a-4308-a6fe-828195279e43
a7350de0-c5de-30a3-96cd-48d965b6174f,a7216e28-fb16-4b2f-b56a-c5a1adf23da9
a7350de0-c5de-30a3-96cd-48d965b6174f,68cd266c-5b2e-4321-a983-8973566bf672
a7350de0-c5de-30a3-96cd-48d965b6174f,778f4ddc-7865-4b03-ac36-d041b9acced5
a7350de0-c5de-30a3-96cd-48d965b6174f,ce67ac29-8248-4707-b7d0-2da275f68fbb
a7350de0-c5de-30a3-96cd-48d965b6174f,1b0688b5-8eb0-41cf-8564-27e6344e1ae2
a7350de0-c5de-30a3-96cd-48d965b6174f,d001b5ad-df65-4d02-bba4-8f4f82e80a85
b88fc2aa-9df2-393a-8f35-ebe24291a9be,18dbc329-f902-43c5-937a-acc3d31f7a51
b88fc2aa-9df2-393a-8f35-ebe24291a9be,3f31d190-daee-44e5-b19e-d4b088f4850b
b88fc2aa-9df2-393a-8f35-ebe24291a9be,17c9ecfb-4084-493b-b7e2-ccc6d062b1df
184e7202-b880-3d31-91c3-cbc7986b052e,7efe233a-bb23-4307-aaa5-aca7cace3e16
