GPC_refno,activity_name,activity_units,activity_value,emission_factor_units,emission_factor_value,emissions_units,emissions_value,gas_name,id,region_code,region_name,source_name,temporal_granularity,year
I.1.1,natural gas consumption by residential buildings,TJ,18207.609664440002,kg/TJ,56100.0,kg,1021446902.1750841,CO2,59e3f989-09cd-375e-8219-d62e32c02927,AR-M,MENDOZA,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,764.9340210000001,kg/TJ,56100.0,kg,42912798.57810001,CO2,11ad43f7-f7d5-3e33-8356-5c4f5b414ba9,AR-M,MENDOZA,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,17322.349380900003,kg/TJ,56100.0,kg,971783800.2684902,CO2,226558c0-79ea-38ff-ae9c-e884c5d8df9f,AR-M,MENDOZA,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,2851.1885988762006,kg/TJ,56100.0,kg,159951680.39695486,CO2,e34924b7-d5e0-3719-9a6d-90aad565aac2,AR-Q,NEUQUEN,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,24089.911022313605,kg/TJ,56100.0,kg,1351444008.3517933,CO2,7015e4b5-5a71-37f3-b581-03bd0e3333b1,AR-Q,NEUQUEN,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,1466.2084031592003,kg/TJ,56100.0,kg,82254291.41723114,CO2,67e2c92a-1f28-3e48-bd8e-e3c36d7a9642,AR-Q,NEUQUEN,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,5337.006559941601,kg/TJ,56100.0,kg,299406068.0127238,CO2,f01c05fa-5de4-323e-bfbc-191780066997,AR-Q,NEUQUEN,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,3789.7015257774005,kg/TJ,56100.0,kg,212602255.59611216,CO2,2e5eaed6-1563-345a-83e6-c7af42673769,AR-R,RIO NEGRO,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,29254.269443399404,kg/TJ,56100.0,kg,1641164515.7747066,CO2,b235d5c5-bb91-398b-aded-3ae668c815e8,AR-R,RIO NEGRO,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,1548.6293626830002,kg/TJ,56100.0,kg,86878107.24651632,CO2,a412e1f5-313f-3879-8a9f-7fba3203fdfe,AR-R,RIO NEGRO,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,2566.1278584030006,kg/TJ,56100.0,kg,143959772.85640833,CO2,402c256e-5360-308c-9641-b9ea4387c736,AR-R,RIO NEGRO,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,476.75048118000007,kg/TJ,56100.0,kg,26745701.994198002,CO2,01a551c7-b74e-3a23-a215-9aea3bdbdd54,AR-A,SALTA,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,4690.972481760001,kg/TJ,56100.0,kg,263163556.22673604,CO2,c8ae8617-2184-3e88-84f5-19b16dfeb38d,AR-A,SALTA,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,123.55728156000002,kg/TJ,56100.0,kg,6931563.495516001,CO2,634b3f73-0dd6-3640-b44b-b13697836763,AR-A,SALTA,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,6855.414216405601,kg/TJ,56100.0,kg,384588737.54035425,CO2,1638667a-d59f-3332-b0e3-85aaa2b49b49,AR-A,SALTA,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,370.20470940000007,kg/TJ,56100.0,kg,20768484.197340004,CO2,1497fd4e-d36c-3fdb-aa5b-a42c0381479d,AR-J,SAN JUAN,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,3943.5949617000006,kg/TJ,56100.0,kg,221235677.35137004,CO2,de544db0-27fb-312a-91f0-0e35c758d621,AR-J,SAN JUAN,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,103.82081598000002,kg/TJ,56100.0,kg,5824347.776478001,CO2,5c054c2f-f0ae-3c4d-b5f5-b5d6bc475fb8,AR-J,SAN JUAN,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,6683.654802420001,kg/TJ,56100.0,kg,374953034.41576207,CO2,b45ce357-624d-3c08-a172-6130db49fcd9,AR-J,SAN JUAN,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,701.2479111600002,kg/TJ,56100.0,kg,39340007.81607601,CO2,ff5183f3-45f9-37c9-8182-5092fc2f994b,AR-D,SAN LUIS,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,3478.3282228200005,kg/TJ,56100.0,kg,195134213.30020204,CO2,603c745d-13db-3665-8fbe-30203caab106,AR-D,SAN LUIS,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,172.84005360000003,kg/TJ,56100.0,kg,9696327.006960003,CO2,85836285-3348-3d05-984b-5efbee48386f,AR-D,SAN LUIS,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,4046.0922277200007,kg/TJ,56100.0,kg,226985773.97509202,CO2,173ca067-e716-3747-9d41-a07641d7e0f5,AR-D,SAN LUIS,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,1473.9324850140003,kg/TJ,56100.0,kg,82687612.40928543,CO2,f7003434-9f02-3fd4-8f88-1dd50763c5ae,AR-Z,SANTA CRUZ,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,12408.136452342602,kg/TJ,56100.0,kg,696096454.9764199,CO2,3564b2a0-7c74-313f-9021-dbccba13abd7,AR-Z,SANTA CRUZ,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,1103.3065753032001,kg/TJ,56100.0,kg,61895498.87450953,CO2,e4f4c347-99af-3911-9e7f-2216f198af5f,AR-Z,SANTA CRUZ,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,272.3764605036001,kg/TJ,56100.0,kg,15280319.434251964,CO2,57b6d762-be8f-3740-9759-5fbb89367852,AR-Z,SANTA CRUZ,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,3441.4685242722007,kg/TJ,56100.0,kg,193066384.21167046,CO2,376af60d-c017-351c-b2a6-e93a9c2e36d8,AR-S,SANTA FE,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,19718.523303174603,kg/TJ,56100.0,kg,1106209157.3080952,CO2,e101b6e5-fc57-3e76-a4b3-acf224313aab,AR-S,SANTA FE,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,998.1178315116001,kg/TJ,56100.0,kg,55994410.34780077,CO2,3ec1d589-88b5-3cdc-9fb7-5a77c5d3f015,AR-S,SANTA FE,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,61225.63124291881,kg/TJ,56100.0,kg,3434757912.7277455,CO2,3baea8c3-0734-39cd-88e0-14a9dcb79c87,AR-S,SANTA FE,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,255.44514228000006,kg/TJ,56100.0,kg,14330472.481908003,CO2,50d78252-10c6-3a69-965c-a789a683837a,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,1256.0878399800001,kg/TJ,56100.0,kg,70466527.822878,CO2,9c802807-58eb-3314-b32b-c68eec36eaea,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,81.94331370000002,kg/TJ,56100.0,kg,4597019.898570001,CO2,fcf5188f-e676-35bd-b7bb-edeea78ec097,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,525.6608296180201,kg/TJ,56100.0,kg,29489572.541570928,CO2,2b90085c-890c-3068-94e0-c1a314bd4b6c,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,2873.3942636904003,kg/TJ,56100.0,kg,161197418.19303146,CO2,9f1e5b79-f8cf-3e50-a468-30aa7c8cb7f8,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,15437.931889850403,kg/TJ,56100.0,kg,866067979.0206076,CO2,3c283bb6-5dfc-39db-bbbb-a07797b31ffb,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,1400.8791449718003,kg/TJ,56100.0,kg,78589320.03291799,CO2,72a87d47-33ab-3804-96a5-06037f6d712d,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,836.5871230404001,kg/TJ,56100.0,kg,46932537.60256644,CO2,e2d0a785-813c-3a48-9daf-65b676c81525,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2022
I.2.1,natural gas consumption by commercial buildings,TJ,1043.6580714000002,kg/TJ,56100.0,kg,58549217.80554001,CO2,95898a7f-f668-38be-b9a8-634310b1060c,AR-T,TUCUMAN,ENARGAS,annual,2022
I.1.1,natural gas consumption by residential buildings,TJ,4561.031018040001,kg/TJ,56100.0,kg,255873840.11204407,CO2,2f04e2b0-9c2b-3108-8da5-eb80489692d6,AR-T,TUCUMAN,ENARGAS,annual,2022
I.2.1,natural gas consumption by official entities,TJ,270.549183,kg/TJ,56100.0,kg,15177809.166300002,CO2,28cc9a35-2d9d-355b-937d-d4696171c7b2,AR-T,TUCUMAN,ENARGAS,annual,2022
I.3.1,natural gas consumption by industrial buildings,TJ,7436.5408381472735,kg/TJ,56100.0,kg,417189941.020062,CO2,41318c3d-270f-3232-bb06-4e5b6a837191,AR-T,TUCUMAN,ENARGAS,annual,2022
II.1.1,GNC consumption by on road transportation,TJ,40806.79702410001,kg/TJ,1466.7,kg,59851329.195247486,CO2,9772c432-58fc-3296-9d70-144fc12d11c4,AR-B,BUENOS AIRES,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,6863.540813160002,kg/TJ,1466.7,kg,10066755.310661774,CO2,b1699f90-9dc7-353c-b579-59b2407e899d,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,596.9599599000001,kg/TJ,1466.7,kg,875561.1731853301,CO2,234c56d3-fdfc-369d-9c34-979af1073c0a,AR-K,CATAMARCA,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,56.79586446000001,kg/TJ,1466.7,kg,83302.49440348202,CO2,1f8ef48f-960b-38c8-a8c4-547f697ead1f,AR-U,CHUBUT,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,14443.861785540003,kg/TJ,1466.7,kg,21184812.08085152,CO2,1c0af11e-8e7a-3b91-b8a0-0aba8dffb6d0,AR-X,CORDOBA,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,17.167221540000003,kg/TJ,1466.7,kg,25179.163832718004,CO2,70f3bf59-f652-3396-885c-181ddc6ff931,AR-W,CORRIENTES,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,1669.5414907200002,kg/TJ,1466.7,kg,2448716.5044390243,CO2,a3617a25-fd95-339a-814b-0ca45a5f2405,AR-E,ENTRE RIOS,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,1752.9251382000002,kg/TJ,1466.7,kg,2571015.3001979403,CO2,ff92a205-960c-3d75-a72d-309c80b4d3d7,AR-Y,JUJUY,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,345.7190351400001,kg/TJ,1466.7,kg,507066.1088398381,CO2,32bdfe29-1005-3b37-9b74-671bcdc81e61,AR-L,LA PAMPA,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,239.25111924000004,kg/TJ,1466.7,kg,350909.6165893081,CO2,80753497-fabd-31f2-9001-4d9a584a5817,AR-F,LA RIOJA,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,5696.169748440001,kg/TJ,1466.7,kg,8354572.17003695,CO2,30f2d807-b20e-3127-ad96-690856de10a5,AR-M,MENDOZA,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,375.45998130000004,kg/TJ,1466.7,kg,550687.15457271,CO2,5048a526-9346-37b1-a523-0c03e48b9fc9,AR-Q,NEUQUEN,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,660.5682138600001,kg/TJ,1466.7,kg,968855.3992684622,CO2,5756c618-8543-36f0-8fd5-882003e0aab1,AR-R,RIO NEGRO,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,2779.6495557000003,kg/TJ,1466.7,kg,4076912.0033451905,CO2,27e75445-bf6e-315d-ac32-8500302a084b,AR-A,SALTA,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,1876.2877800600004,kg/TJ,1466.7,kg,2751951.2870140024,CO2,d62cbf6c-b9cb-3a1e-ae94-eaf3bf7de517,AR-J,SAN JUAN,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,1696.3239134400003,kg/TJ,1466.7,kg,2487998.2838424486,CO2,115e247c-cae6-31bc-8579-95f61a104838,AR-D,SAN LUIS,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,7755.263134740001,kg/TJ,1466.7,kg,11374644.43972316,CO2,8e0a0563-a702-3585-a3f1-5ceed1c78017,AR-S,SANTA FE,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,1583.5107433200003,kg/TJ,1466.7,kg,2322535.2072274447,CO2,b88d1b42-e7fc-3755-b04a-488db03b4b27,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,25.419944820000005,kg/TJ,1466.7,kg,37283.43306749401,CO2,a126a918-089e-3710-b463-8398815eec07,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,4180.7050442400005,kg/TJ,1466.7,kg,6131840.0883868085,CO2,91cbb142-5ca0-3ed4-b3b8-742c6aba4afa,AR-T,TUCUMAN,ENARGAS,annual,2018
II.1.1,GNC consumption by on road transportation,TJ,42708.00530350981,kg/TJ,1466.7,kg,62639831.37865784,CO2,712f2605-e172-342e-9db1-09ca89901f35,AR-B,BUENOS AIRES,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,7064.837190900002,kg/TJ,1466.7,kg,10361996.707893033,CO2,6b769cc7-3f5c-348a-b75b-20061c213fb1,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,630.2822765400001,kg/TJ,1466.7,kg,924435.0150012182,CO2,672934bd-f0e6-38ee-a350-3bc587bd9c0c,AR-K,CATAMARCA,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,57.96370266000001,kg/TJ,1466.7,kg,85015.36269142202,CO2,434ea0cb-264a-3fd7-ac22-915ba90c3cbd,AR-U,CHUBUT,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,14999.947408440003,kg/TJ,1466.7,kg,22000422.86395895,CO2,bd7d4634-57f1-3a14-8668-a0f0cecaa27b,AR-X,CORDOBA,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,21.721790520000003,kg/TJ,1466.7,kg,31859.350155684006,CO2,32675822-c886-3079-83ac-1631ead3f750,AR-W,CORRIENTES,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,1724.8970214000003,kg/TJ,1466.7,kg,2529906.4612873807,CO2,486dd4fd-a864-3b1c-b514-e3186ef04bc5,AR-E,ENTRE RIOS,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,1811.0834805600002,kg/TJ,1466.7,kg,2656316.1409373526,CO2,52f250e3-9642-3a46-9847-bb20231c7b6d,AR-Y,JUJUY,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,339.33485298000005,kg/TJ,1466.7,kg,497702.4288657661,CO2,c6831c5e-e573-3500-8e29-23dc934b7a4c,AR-L,LA PAMPA,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,240.45788538000005,kg/TJ,1466.7,kg,352679.5804868461,CO2,efd2ab49-eb63-3afd-a698-cc9220c52e0c,AR-F,LA RIOJA,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,5740.820095620001,kg/TJ,1466.7,kg,8420060.834245855,CO2,3415863b-2aca-3e73-80cb-fb5cac6cf94d,AR-M,MENDOZA,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,355.80137160000004,kg/TJ,1466.7,kg,521853.87172572006,CO2,ee9d91ef-2203-33cd-9f66-597f91738406,AR-Q,NEUQUEN,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,600.3856186200001,kg/TJ,1466.7,kg,880585.5868299541,CO2,dc27a124-7193-30d1-88ae-88afb769dbd2,AR-R,RIO NEGRO,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,2857.0772283600004,kg/TJ,1466.7,kg,4190475.170835613,CO2,342b82da-3704-38e3-ab58-2896db64d5dd,AR-A,SALTA,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,1896.6470926800002,kg/TJ,1466.7,kg,2781812.2908337563,CO2,4fe26521-c9fd-3243-a90e-a1df3cdf4922,AR-J,SAN JUAN,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,1753.6258411200004,kg/TJ,1466.7,kg,2572043.0211707046,CO2,2fcd3275-1501-327c-9b72-8216ca12fda7,AR-D,SAN LUIS,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,7865.1897981090015,kg/TJ,1466.7,kg,11535873.876886472,CO2,4cb99627-42e6-3616-b957-a96fe63039d4,AR-S,SANTA FE,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,1588.2210240600002,kg/TJ,1466.7,kg,2329443.7759888023,CO2,04b2d8c8-f54d-3691-890e-ddbdb87623d7,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,27.366341820000006,kg/TJ,1466.7,kg,40138.21354739401,CO2,538a4ce4-b5b5-3454-a393-436b482826ac,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,4242.9508203000005,kg/TJ,1466.7,kg,6223135.968134011,CO2,41eb17fb-5068-3cd4-9a7e-62e39e116af6,AR-T,TUCUMAN,ENARGAS,annual,2019
II.1.1,GNC consumption by on road transportation,TJ,31990.607383776005,kg/TJ,1466.7,kg,46920623.84978427,CO2,6a135121-f405-3304-ac55-180862ce4df1,AR-B,BUENOS AIRES,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,4984.294509660001,kg/TJ,1466.7,kg,7310464.7573183235,CO2,ed91f175-5582-3b9a-ad2f-57eaf41e2061,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,501.0415157400001,kg/TJ,1466.7,kg,734877.5911358581,CO2,8031ef5c-52cd-36ed-9e88-7d4132aeb472,AR-K,CATAMARCA,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,44.02750014000001,kg/TJ,1466.7,kg,64575.13445533801,CO2,e518f701-69cd-3d40-8e37-6036dc887601,AR-U,CHUBUT,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,11422.820073900002,kg/TJ,1466.7,kg,16753850.202389134,CO2,f5f6108f-4549-3956-9fed-1777c5c630ec,AR-X,CORDOBA,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,13.663706940000003,kg/TJ,1466.7,kg,20040.558968898004,CO2,5742f5a6-3baa-3a6e-88f4-016d05bdbfdd,AR-W,CORRIENTES,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,1299.5703489600003,kg/TJ,1466.7,kg,1906079.8308196324,CO2,86bc9030-7aa0-37cd-b9de-ff5b2b2822a3,AR-E,ENTRE RIOS,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,1335.6176214000002,kg/TJ,1466.7,kg,1958950.3653073804,CO2,2846ecc6-775a-379f-9601-937574afebc3,AR-Y,JUJUY,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,245.09031024000004,kg/TJ,1466.7,kg,359473.95802900806,CO2,76d72415-70db-36ff-ade8-4b942ad4778a,AR-L,LA PAMPA,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,137.76597966000003,kg/TJ,1466.7,kg,202061.36236732206,CO2,6fd3cf33-798d-3215-a80f-27b6441c176f,AR-F,LA RIOJA,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,4338.8692644600005,kg/TJ,1466.7,kg,6363819.550183483,CO2,928b604b-f735-3f58-9d32-9aa6c77f8e5b,AR-M,MENDOZA,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,224.14707852000004,kg/TJ,1466.7,kg,328756.52006528404,CO2,29864e70-73b5-3f51-a47f-0f5751cd3c27,AR-Q,NEUQUEN,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,417.8914359000001,kg/TJ,1466.7,kg,612921.3690345301,CO2,c54c1ec5-9bf3-377f-8696-fae9116f3892,AR-R,RIO NEGRO,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,2235.8262339000003,kg/TJ,1466.7,kg,3279286.3372611306,CO2,72c793a2-6f5f-393c-92ac-634537b8892a,AR-A,SALTA,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,1539.7168108200003,kg/TJ,1466.7,kg,2258302.6464296947,CO2,aa336679-e36a-388f-8a1f-d6575bc4492e,AR-J,SAN JUAN,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,1368.3949468800001,kg/TJ,1466.7,kg,2007024.8685888962,CO2,6ac6aab5-1d1a-3e62-beea-e7063c3773d8,AR-D,SAN LUIS,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,6038.259531733801,kg/TJ,1466.7,kg,8856315.255193966,CO2,e33bdbf6-28ec-3585-8ad7-6e736efc857a,AR-S,SANTA FE,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,1072.1143955400003,kg/TJ,1466.7,kg,1572470.1839385184,CO2,af76903f-6157-30aa-802b-29b45acf0443,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,24.018538980000002,kg/TJ,1466.7,kg,35227.991121966006,CO2,c9914cfb-0ed0-3cf6-a498-c95d427cd737,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,3467.194831980001,kg/TJ,1466.7,kg,5085334.660065067,CO2,ec2812ab-bc76-3d4f-b2d2-5690f91dfd54,AR-T,TUCUMAN,ENARGAS,annual,2020
II.1.1,GNC consumption by on road transportation,TJ,40726.08032978941,kg/TJ,1466.7,kg,59732942.01970213,CO2,120c966e-dfcc-3928-b5ce-e986174396cc,AR-B,BUENOS AIRES,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,6498.085312440001,kg/TJ,1466.7,kg,9530741.72775575,CO2,3f6eea23-1b79-3932-aa7c-0fa736acd4a8,AR-C,CAPITAL FEDERAL,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,567.9975725400001,kg/TJ,1466.7,kg,833082.0396444182,CO2,81f9f68e-6ebd-3131-a9ec-d834f80a3ccd,AR-K,CATAMARCA,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,53.525917500000006,kg/TJ,1466.7,kg,78506.46319725,CO2,9e346f9d-435d-3698-aae4-4a13aebd5cb2,AR-U,CHUBUT,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,14180.786767020003,kg/TJ,1466.7,kg,20798959.95118824,CO2,5f5a5b6a-7cb9-3cf7-aa1b-8cc8f76dfe0e,AR-X,CORDOBA,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,12.534796680000003,kg/TJ,1466.7,kg,18384.786290556003,CO2,5dc01606-b44a-36fc-8c1d-fe70f36bfecf,AR-W,CORRIENTES,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,1728.0112566000003,kg/TJ,1466.7,kg,2534474.1100552203,CO2,d9c31f33-a413-3931-babc-c6cd4ea1e1eb,AR-E,ENTRE RIOS,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,1697.7253192800003,kg/TJ,1466.7,kg,2490053.7257879768,CO2,6b127e71-5147-3e98-b9e4-ea8cfb586cb9,AR-Y,JUJUY,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,293.55559554000007,kg/TJ,1466.7,kg,430557.99197851814,CO2,e8c62d28-b924-3c19-a6c4-9c1378647dc3,AR-L,LA PAMPA,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,191.09725746000004,kg/TJ,1466.7,kg,280282.34751658206,CO2,c4e93466-6b06-3301-906f-74e1f23ebe44,AR-F,LA RIOJA,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,5321.605109760001,kg/TJ,1466.7,kg,7805198.214484994,CO2,d3cba296-ee94-37a4-853b-378acfaaba3c,AR-M,MENDOZA,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,244.62317496000003,kg/TJ,1466.7,kg,358788.81071383203,CO2,2b5a608c-ec67-3c4a-bdd5-6379353e73a1,AR-Q,NEUQUEN,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,556.5916861200001,kg/TJ,1466.7,kg,816353.0260322042,CO2,3586bd6e-0c0e-3930-9ef4-9ce119c5cc29,AR-R,RIO NEGRO,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,2773.5378691200003,kg/TJ,1466.7,kg,4067947.992638305,CO2,050192a5-ab2b-3856-93bf-9766cc7556a0,AR-A,SALTA,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,1808.3974527000003,kg/TJ,1466.7,kg,2652376.5438750903,CO2,38c73116-bcdc-399a-876c-9807bcbab1ab,AR-J,SAN JUAN,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,1689.3168842400003,kg/TJ,1466.7,kg,2477721.0741148083,CO2,ba6f741d-2b2e-3049-9143-85f21ce207ab,AR-D,SAN LUIS,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,7378.001179097401,kg/TJ,1466.7,kg,10821314.329382159,CO2,6a849f51-57a3-366b-975c-7ffb9d3dc37e,AR-S,SANTA FE,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,1375.9469672400003,kg/TJ,1466.7,kg,2018101.4168509084,CO2,a16a1d9c-80ef-32cd-8a9c-b72ecb627561,AR-G,SANTIAGO DEL ESTERO,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,27.405269760000003,kg/TJ,1466.7,kg,40195.30915699201,CO2,5b1bea10-86dc-39fb-9a2b-2e9e319cc591,AR-V,TIERRA DEL FUEGO,ENARGAS,annual,2021
II.1.1,GNC consumption by on road transportation,TJ,4165.795643220001,kg/TJ,1466.7,kg,6109972.469910775,CO2,4fa0b964-0f33-3ccc-85cc-3a9c576a8c9d,AR-T,TUCUMAN,ENARGAS,annual,2021
