GPC_refno,activity_name,activity_units,activity_value,emission_factor_units,emission_factor_value,emissions_units,emissions_value,gas_name,id,region_code,region_name,source_name,temporal_granularity,year
I.3.1,natural gas consumption by industrial buildings,TJ,509.8392301800001,kg/TJ,56100.0,kg,28601980.813098002,CO2,5bb910e8-7d12-32aa-9be8-e08961716a7c,AR-F,LA RIOJA,ENARGAS,annual,2019
I.2.1,natural gas consumption by commercial buildings,TJ,1640.1119680800002,kg/TJ,56100.0,kg,92010281.40928802,CO2,be3c0ed8-9d90-3943-b792-471d4b995b06,AR-M,MENDOZA,ENARGAS,annual,2019
I.1.1,natural gas consumption by residential buildings,TJ,16033.250647800003,kg/TJ,56100.0,kg,899465361.3415802,CO2,18eb0a31-1de9-3733-a687-815054d22ea1,AR-M,MENDOZA,ENARGAS,annual,2019
I.2.1,natural gas consumption by official entities,TJ,726.1617927600001,kg/TJ,56100.0,kg,40737676.573836006,CO2,6ffe57bd-f8fe-3dc7-849e-1520d3e9fe31,AR-M,MENDOZA,ENARGAS,annual,2019
I.3.1,natural gas consumption by industrial buildings,TJ,16059.059872020003,kg/TJ,56100.0,kg,900913258.8203222,CO2,74a9e5b9-6547-3353-a1af-8dc55c61cc60,AR-M,MENDOZA,ENARGAS,annual,2019
I.2.1,natural gas consumption by commercial buildings,TJ,2966.9708029800004,kg/TJ,56100.0,kg,166447062.04717803,CO2,c383398c-a89b-3f42-92e1-4a9fbee39f68,AR-Q,NEUQUEN,ENARGAS,annual,2019
I.1.1,natural gas consumption by residential buildings,TJ,22095.926951340003,kg/TJ,56100.0,kg,1239581501.970174,CO2,adda4cb7-c7ce-3b22-a567-1377b85cce79,AR-Q,NEUQUEN,ENARGAS,annual,2019
I.2.1,natural gas consumption by official entities,TJ,1359.4415206800002,kg/TJ,56100.0,kg,76264669.31014802,CO2,393ca176-2a66-3572-952c-d151207c180c,AR-Q,NEUQUEN,ENARGAS,annual,2019
I.3.1,natural gas consumption by industrial buildings,TJ,9213.620550960002,kg/TJ,56100.0,kg,516884112.90885615,CO2,2b055780-2f00-3ead-ac2a-5d8441dabf07,AR-Q,NEUQUEN,ENARGAS,annual,2019
I.2.1,natural gas consumption by commercial buildings,TJ,3992.2548867000005,kg/TJ,56100.0,kg,223965499.14387003,CO2,07fe3e78-ee7e-3490-b26a-9d446367580f,AR-R,RIO NEGRO,ENARGAS,annual,2019
I.1.1,natural gas consumption by residential buildings,TJ,23735.143576800005,kg/TJ,56100.0,kg,1331541554.6584802,CO2,e09efc4d-9472-3bf0-8d57-87bfdbe1a7dd,AR-R,RIO NEGRO,ENARGAS,annual,2019
I.2.1,natural gas consumption by official entities,TJ,1386.8078625000003,kg/TJ,56100.0,kg,77799921.08625002,CO2,c08d5d9b-b78d-359f-b4a7-e634840c0833,AR-R,RIO NEGRO,ENARGAS,annual,2019
I.3.1,natural gas consumption by industrial buildings,TJ,5744.751817560001,kg/TJ,56100.0,kg,322280576.965116,CO2,79dd1fdc-f62d-359c-84b9-363f98294f8e,AR-R,RIO NEGRO,ENARGAS,annual,2019
I.2.1,natural gas consumption by commercial buildings,TJ,667.5416482477801,kg/TJ,56100.0,kg,37449086.466700464,CO2,e81f44ca-8e40-3326-955f-d2b985699934,AR-A,SALTA,ENARGAS,annual,2019
I.1.1,natural gas consumption by residential buildings,TJ,4166.0681388,kg/TJ,56100.0,kg,233716422.58668002,CO2,50d02b8c-47da-3f92-99d9-953f6828608c,AR-A,SALTA,ENARGAS,annual,2019
I.2.1,natural gas consumption by official entities,TJ,156.24553991328003,kg/TJ,56100.0,kg,8765374.789135009,CO2,54f38c29-0618-3fa9-a174-a808b69f40e4,AR-A,SALTA,ENARGAS,annual,2019
I.3.1,natural gas consumption by industrial buildings,TJ,4109.45842774908,kg/TJ,56100.0,kg,230540617.7967234,CO2,e35c70f3-6c98-3aa1-8a68-8b1e5f2d928a,AR-A,SALTA,ENARGAS,annual,2019
I.2.1,natural gas consumption by commercial buildings,TJ,380.4816855600001,kg/TJ,56100.0,kg,21345022.559916005,CO2,d8ec5c4f-1c96-325a-9b78-8e2f9d1ddcca,AR-J,SAN JUAN,ENARGAS,annual,2019
I.1.1,natural gas consumption by residential buildings,TJ,3667.9462185600005,kg/TJ,56100.0,kg,205771782.86121604,CO2,3ce16ef8-f4ce-3142-8d97-d66c5faf678e,AR-J,SAN JUAN,ENARGAS,annual,2019
I.2.1,natural gas consumption by official entities,TJ,105.41686152000001,kg/TJ,56100.0,kg,5913885.931272001,CO2,8416f523-de96-36b5-8258-25369ef44727,AR-J,SAN JUAN,ENARGAS,annual,2019
