datasource_id,publisher_id,name,description,source_type,access_type,URL,geographical_location,start_year,end_year,latest_accounting_year,frequency_of_update,spatial_resolution,language,accessibility,data_quality,notes,units,methodology_url,retrieval_method,api_endpoint,gpc_reference_number,created,last_updated
5afcb235-c587-3b10-8082-1d573745f016,Joint Research Centre,EDGARv7.0 Combustion for manufacturing,,,globalapi,https://joint-research-centre.ec.europa.eu/index_en,EARTH,2021,2021,2021,annual,0.1 degree,en,,medium,,kg,https://edgar.jrc.ec.europa.eu/dataset_ghg70#intro,global_api,https://ccglobal.openearth.dev/api/v0/climatetrace/city/:locode/:year/:gpcReferenceNumber,I.3.1,2023-11-03T14:09:38.534927,2023-11-03T14:09:38.534932
0d3ecbad-9cde-3f15-a4b4-93a17f28c099,Joint Research Centre,EDGARv7.0 Road transportation (no resuspension),,,globalapi,https://joint-research-centre.ec.europa.eu/index_en,EARTH,2021,2021,2021,annual,0.1 degree,en,,medium,,kg,https://edgar.jrc.ec.europa.eu/dataset_ghg70#intro,global_api,https://ccglobal.openearth.dev/api/v0/climatetrace/city/:locode/:year/:gpcReferenceNumber,II.1.1,2023-11-03T14:09:38.534947,2023-11-03T14:09:38.534948
