datasource_id,emissions_factor_id
a78c573a-4f75-3637-92aa-8ca717a3e830,f01a557f-cded-47a2-bcfc-73e3a640fee9
a78c573a-4f75-3637-92aa-8ca717a3e830,e52fa22f-140b-4e8e-bb7a-cf81457739d5
a78c573a-4f75-3637-92aa-8ca717a3e830,3728dea9-bbd2-44ec-b43e-74de2c83d614
a78c573a-4f75-3637-92aa-8ca717a3e830,61cbdce1-691b-4dc7-a385-2c4b3c82337d
a78c573a-4f75-3637-92aa-8ca717a3e830,65b9185e-19e3-49e2-a98b-6e0d1c806415
a78c573a-4f75-3637-92aa-8ca717a3e830,09cff1ab-0b14-41d3-b870-5e4b83ce6ad8
a78c573a-4f75-3637-92aa-8ca717a3e830,f0db3cd2-41c9-49af-9606-5fa9eb2835dd
a78c573a-4f75-3637-92aa-8ca717a3e830,8cfd4d89-17ec-4cf6-b4d6-b118c2d3fd08
a78c573a-4f75-3637-92aa-8ca717a3e830,d517effb-0df3-4c7c-a88c-c84765155e05
a78c573a-4f75-3637-92aa-8ca717a3e830,6c185f2a-279d-4372-90c4-b7e9516e98cb
a78c573a-4f75-3637-92aa-8ca717a3e830,65efb695-cd5d-41d2-822b-ee33bd208a0c
a78c573a-4f75-3637-92aa-8ca717a3e830,c97d063d-9346-483d-813d-3e1d6ae52058
a78c573a-4f75-3637-92aa-8ca717a3e830,dc4b273f-baaf-4e44-bfad-e1bcc081ecda
a78c573a-4f75-3637-92aa-8ca717a3e830,3b0bd2d3-d373-46e0-98d3-43dd072b8ebd
a78c573a-4f75-3637-92aa-8ca717a3e830,b6d797f4-545b-436d-b406-3df564e1802d
a78c573a-4f75-3637-92aa-8ca717a3e830,2220bfce-4a6d-454f-9b8b-b42e099d2603
a78c573a-4f75-3637-92aa-8ca717a3e830,3930bea4-33de-4e60-bde6-2e1ae8c2569b
a78c573a-4f75-3637-92aa-8ca717a3e830,285d95f5-76ed-48a5-9e6c-50c5857c019a
a78c573a-4f75-3637-92aa-8ca717a3e830,5460d500-0784-4454-8ea5-51aef6c4a91b
a78c573a-4f75-3637-92aa-8ca717a3e830,3f4c05e2-5501-400b-bfd8-a4605899c940
a78c573a-4f75-3637-92aa-8ca717a3e830,7754d39a-31fb-4a26-b4a6-0f5769612a94
a78c573a-4f75-3637-92aa-8ca717a3e830,5de20a21-3647-4650-aec9-e799cb9595ec
a78c573a-4f75-3637-92aa-8ca717a3e830,ad69c5f6-6e61-4eb5-9d69-15a3bfde9474
a78c573a-4f75-3637-92aa-8ca717a3e830,8b27dd17-6b14-4b44-9370-7a4baa0dd628
a78c573a-4f75-3637-92aa-8ca717a3e830,b82b0ec3-8e63-49d8-a84a-042045462250
a78c573a-4f75-3637-92aa-8ca717a3e830,cd979309-181f-4a3a-b967-27582a1c8abb
a78c573a-4f75-3637-92aa-8ca717a3e830,e7a1db6b-e330-491a-9ea9-57609218e747
a78c573a-4f75-3637-92aa-8ca717a3e830,f91590bc-7c79-42c6-bf34-d3e417630e74
a78c573a-4f75-3637-92aa-8ca717a3e830,9acc4ce8-0fe4-4420-953d-bdfa674d7a3a
a78c573a-4f75-3637-92aa-8ca717a3e830,32776572-9c8d-49e8-8038-cf302d079c19
a78c573a-4f75-3637-92aa-8ca717a3e830,2e5f2de7-4785-4dd8-bf59-881785c26cbc
a78c573a-4f75-3637-92aa-8ca717a3e830,fb4665a8-8e40-4299-a803-4f42dd913dc9
a78c573a-4f75-3637-92aa-8ca717a3e830,b72bfd8c-0d95-43fe-9099-f026afe28e31
a78c573a-4f75-3637-92aa-8ca717a3e830,fe352e25-1b3a-4250-a0a2-58325b861695
a78c573a-4f75-3637-92aa-8ca717a3e830,09d8e0bf-fb9e-4557-84e3-37f8da96a947
a78c573a-4f75-3637-92aa-8ca717a3e830,60b2236a-1a74-40b4-ae7d-0764aaa30a9c
a78c573a-4f75-3637-92aa-8ca717a3e830,62dcded9-d741-4cb3-acc8-88c69279f7f1
a78c573a-4f75-3637-92aa-8ca717a3e830,5106ac53-e9d5-4a6a-911e-c07d2d541050
a78c573a-4f75-3637-92aa-8ca717a3e830,e87cd4da-2f78-4ee9-a385-8e11c33fc01e
a78c573a-4f75-3637-92aa-8ca717a3e830,ea2ea099-b880-4b70-adc0-0134807bad3f
a78c573a-4f75-3637-92aa-8ca717a3e830,ffb18b82-7e18-4f96-af73-56f666873519
a78c573a-4f75-3637-92aa-8ca717a3e830,f06e3d24-0997-460c-940c-b5732f9617cb
a78c573a-4f75-3637-92aa-8ca717a3e830,7eed5de6-f9c0-493d-82ab-63c9dc0d6afe
a78c573a-4f75-3637-92aa-8ca717a3e830,ceb3b27c-b9dd-4eb6-9c28-fcb96ec4ac5e
a78c573a-4f75-3637-92aa-8ca717a3e830,9b0f1b38-39c5-40a3-844b-aa32068f7115
a78c573a-4f75-3637-92aa-8ca717a3e830,93476d19-522e-442e-bf2e-22e5bb38d101
a78c573a-4f75-3637-92aa-8ca717a3e830,89eb077d-8cf9-4aad-8c43-5a892b80f3cb
a78c573a-4f75-3637-92aa-8ca717a3e830,0e00144c-797b-4631-aa3a-0b3d801d4531
a78c573a-4f75-3637-92aa-8ca717a3e830,bd786dcc-5229-4d7b-8f01-36ec4b2f6f8e
a78c573a-4f75-3637-92aa-8ca717a3e830,5dd9f63b-350e-44cc-8ba6-1a02d62a5cec
a78c573a-4f75-3637-92aa-8ca717a3e830,ce957f4a-2234-4150-a77d-23e9f0e83930
a78c573a-4f75-3637-92aa-8ca717a3e830,a0a47885-6388-4420-8f51-418f6681f4e4
a78c573a-4f75-3637-92aa-8ca717a3e830,ca962a6c-08cc-4ba1-9e77-ec175f9e003b
a78c573a-4f75-3637-92aa-8ca717a3e830,cac6327a-f8ea-4394-9af2-49bc0c220c3d
a78c573a-4f75-3637-92aa-8ca717a3e830,557976ef-a9cb-458a-b20b-697ed93f8bd6
a78c573a-4f75-3637-92aa-8ca717a3e830,bc2f102b-e145-4353-9871-3b2f94be6763
a78c573a-4f75-3637-92aa-8ca717a3e830,53a4a2a1-a70f-40a1-b6a6-88af337fc9d8
a78c573a-4f75-3637-92aa-8ca717a3e830,215b274a-75c0-470b-8c85-2f59b72ff336
a78c573a-4f75-3637-92aa-8ca717a3e830,114116ff-6d50-4c28-a467-be0e6adce420
a78c573a-4f75-3637-92aa-8ca717a3e830,7691cd76-c131-47b4-b9cd-e400b9093fdc
a78c573a-4f75-3637-92aa-8ca717a3e830,983ec9c7-03e7-49cb-90e9-9031c6162621
a78c573a-4f75-3637-92aa-8ca717a3e830,e5e05762-055f-41b6-b685-d742612e4bb4
a78c573a-4f75-3637-92aa-8ca717a3e830,a7ae1ef0-d675-41cf-9539-04fc73193935
a78c573a-4f75-3637-92aa-8ca717a3e830,252d9180-6144-453e-875c-d64d01fbf81f
a78c573a-4f75-3637-92aa-8ca717a3e830,8f66f86d-60c6-4f2f-993c-9ec9dee6e298
a78c573a-4f75-3637-92aa-8ca717a3e830,6c5911af-2fe4-464f-847d-3f6b0a0768c5
a78c573a-4f75-3637-92aa-8ca717a3e830,91a58107-3de4-4c4b-8cdc-6c648c38e253
a78c573a-4f75-3637-92aa-8ca717a3e830,8655d8fc-9c3b-4c0c-b8f4-b71552735921
a78c573a-4f75-3637-92aa-8ca717a3e830,92905e09-a767-4a20-891c-f17c35732b9d
a78c573a-4f75-3637-92aa-8ca717a3e830,59e5b746-804b-4b5a-8887-1d2053879116
a78c573a-4f75-3637-92aa-8ca717a3e830,46550be7-446d-4fc2-b84e-13f8d02d8918
a78c573a-4f75-3637-92aa-8ca717a3e830,44d3c688-0661-42a9-b40e-0cf3e5801328
