id,actor_id,year,sector,gpc_refno,gas,emissions_quantity,units
4b4a80ad-2b74-3c05-a843-b7b80ab448d9,CN GZH,2020,Power,I.4.1,co2,202545180,kg
72a00a13-86ac-3ac0-b889-d894e51d05ff,CN GZH,2020,Ground Transport,II.1.1,co2,327712264,kg
4922f0d9-5f5a-3cd1-b30b-4d6eb4a06e49,CN GZH,2020,Aviation,II.4.1,co2,15607181,kg
2c68ee00-9fa0-3137-a8bb-56a7b589237e,CN GZH,2020,Industry,IV.1,co2,1192832827,kg
8f50d149-84f2-3ca6-8de7-80f6fd4e17d3,CN GZH,2021,Residential,I.1.1,co2,409853324,kg
3d031372-dc85-3767-bac2-5d4de9c1ebb6,CN GZH,2021,Power,I.4.1,co2,219691415,kg
3cde90ac-04a0-32fd-b8a6-6ae964f883ab,CN GZH,2021,Ground Transport,II.1.1,co2,346430793,kg
a2bc4b78-8853-30b6-8b5d-e2f563ed6ab9,CN GZH,2021,Aviation,II.4.1,co2,17523142,kg
98e37849-aad8-3deb-8e0f-2ded1d20058e,CN GZH,2021,Industry,IV.1,co2,1224896038,kg
036ebbc9-87bf-3f7c-acf0-796bb4b245f9,CN HAZ,2019,Residential,I.1.1,co2,6789437808,kg
146abfb2-f0e6-35fd-af71-c3a1aa7a5464,CN HAZ,2019,Power,I.4.1,co2,28834793594,kg
0a5e380c-222e-31c3-bac5-678d828baf43,CN HAZ,2019,Ground Transport,II.1.1,co2,4406918048,kg
72741547-5cc7-3f11-a6c1-dd909e8abd5e,CN HAZ,2019,Aviation,II.4.1,co2,724272506,kg
1d4172da-602e-3fd2-93a3-dd807b388add,CN HAZ,2019,Industry,IV.1,co2,12037438161,kg
8188ab42-a64f-31da-8eae-89708c292839,CN HAZ,2020,Residential,I.1.1,co2,6821130718,kg
38e4a382-cf4e-35f8-8b23-6c5ad1c1b729,CN HAZ,2020,Power,I.4.1,co2,29183898255,kg
ba564b83-331b-36ba-8ad9-340c3227a557,CN HAZ,2020,Ground Transport,II.1.1,co2,4164541185,kg
3fd18b45-8848-3115-8e3f-fff786411226,CN HAZ,2020,Aviation,II.4.1,co2,527745616,kg
6f652d0c-4489-33e3-bec7-ff73c8ca67a9,CN HAZ,2020,Industry,IV.1,co2,12494570179,kg
84a5a245-d64b-3bc7-9711-13fa8a13f381,CN HAZ,2021,Residential,I.1.1,co2,6741390857,kg
07246cf0-f0d4-38ba-9e83-50e01b29574b,CN HAZ,2021,Power,I.4.1,co2,31642177853,kg
3c4a257b-f108-3adc-93e2-4190738713cd,CN HAZ,2021,Ground Transport,II.1.1,co2,4406644111,kg
db23c827-668e-3499-ac87-0485868a24ea,CN HAZ,2021,Aviation,II.4.1,co2,596727826,kg
045752ca-fed3-3d84-99bb-ce4b5c92ddd8,CN HAZ,2021,Industry,IV.1,co2,12830296679,kg
97177a3c-a002-34b2-b75c-7b6d0115b370,CN HBI,2019,Residential,I.1.1,co2,705369099,kg
6cbd10bd-0d22-3ece-8ddd-d45a2b59a103,CN HBI,2019,Power,I.4.1,co2,18198359201,kg
7a610f1f-64aa-39e1-b5c6-9b32faa60a50,CN HBI,2019,Ground Transport,II.1.1,co2,218455998,kg
47bda570-8e88-31a9-a059-73f49ff66838,CN HBI,2019,Aviation,II.4.1,co2,10770899,kg
531513e1-d1ed-3242-a168-12f5e15ab6bd,CN HBI,2019,Industry,IV.1,co2,1774793453,kg
7ec3116f-4ef5-37fa-93ae-5ce6fb48da85,CN HBI,2020,Residential,I.1.1,co2,708661745,kg
a9166d15-b307-3bfe-b6f6-90b9907b8f26,CN HBI,2020,Power,I.4.1,co2,18410783099,kg
78869a0b-eedb-363d-8827-efbe240308b9,CN HBI,2020,Ground Transport,II.1.1,co2,205965080,kg
3cbf792b-91c6-35fd-8604-be46d24a1903,CN HBI,2020,Aviation,II.4.1,co2,8761091,kg
68bdeda9-b2ef-360e-a1e5-de043033b239,CN HBI,2020,Industry,IV.1,co2,1842241964,kg
8d4fc55b-d573-3078-94a6-75cb625bde12,CN HBI,2021,Residential,I.1.1,co2,700377413,kg
b91bf6f6-55c2-30e1-9bd2-65ce74bb4eae,CN HBI,2021,Power,I.4.1,co2,19949031433,kg
e20acad8-0334-3fba-ae89-7195528a7a9e,CN HBI,2021,Ground Transport,II.1.1,co2,218283221,kg
bb67aef6-247a-31f9-bf26-4265d72b60fe,CN HBI,2021,Aviation,II.4.1,co2,9834711,kg
3372d32d-8f16-3c31-9c83-5d1fdfa6fbb6,CN HBI,2021,Industry,IV.1,co2,1891641281,kg
f860091b-8d65-351b-84d3-30ed251baf61,CN HDS,2019,Residential,I.1.1,co2,1211050987,kg
89453a82-ccb2-3b7d-aa78-ff39181bffbd,CN HDS,2019,Power,I.4.1,co2,13953007386,kg
8082a49b-9049-3134-aaa9-7673313ebccc,CN HDS,2019,Ground Transport,II.1.1,co2,608583644,kg
fb8dbe5f-88e2-34bd-b05d-93460e79e2c9,CN HDS,2019,Aviation,II.4.1,co2,35155436,kg
2a1ab9ed-dda4-3506-b042-4bd735a0ab73,CN HDS,2019,Industry,IV.1,co2,20592930769,kg
537b3c1e-7a05-3e5b-80de-4cef3e1b9b12,CN HDS,2020,Residential,I.1.1,co2,1216704137,kg
ef270417-5b02-3d5a-9750-6beb0092f331,CN HDS,2020,Power,I.4.1,co2,14114846821,kg
2a8e8c5c-3899-323c-9a26-ee45acdfd9b2,CN HDS,2020,Ground Transport,II.1.1,co2,575641493,kg
ac323db3-c9f1-3e0d-907e-c8e7627875ef,CN HDS,2020,Aviation,II.4.1,co2,28635311,kg
56024d84-4ca0-33e4-8fd3-686a331c062b,CN HDS,2020,Industry,IV.1,co2,21375689284,kg
260be498-099b-3afe-a6d8-f6e9731d87bb,CN HDS,2021,Residential,I.1.1,co2,1202480706,kg
ecb26176-944f-34aa-a9f8-c1bf0e9da9b9,CN HDS,2021,Power,I.4.1,co2,15285657221,kg
b14e118f-46c5-3dc2-a693-054be66ce2c7,CN HDS,2021,Ground Transport,II.1.1,co2,609354978,kg
4aa2e0d4-c463-3706-9bc3-fedd3a9d01e1,CN HDS,2021,Aviation,II.4.1,co2,32141608,kg
0ca850a1-2e79-3c59-b916-339bd30508b7,CN HDS,2021,Industry,IV.1,co2,21948731386,kg
d5ddd91d-6ca6-3c38-bb75-463b01ee6860,CN HEY,2019,Residential,I.1.1,co2,142381334,kg
9dd616f6-7cd9-371a-9282-859bfe8cbfa7,CN HEY,2019,Power,I.4.1,co2,3663404418,kg
917f5321-5cc1-30c9-ba12-db4ec475a040,CN HEY,2019,Ground Transport,II.1.1,co2,88457175,kg
2dfa9df8-84fa-3337-8b59-b2d409ddacb6,CN HEY,2019,Aviation,II.4.1,co2,10756495,kg
68f6bcc9-25f8-3b85-a752-13edcb05f933,CN HEY,2019,Industry,IV.1,co2,288227947,kg
fe05c0cf-7810-37b2-9dc9-27b3ae709029,CN HEY,2020,Residential,I.1.1,co2,143045964,kg
970563a9-13c7-33eb-96c2-f6b0bc1a03e9,CN HEY,2020,Power,I.4.1,co2,3708195433,kg
a8edb935-b3b0-31a7-a17a-75bdfb294bf5,CN HEY,2020,Ground Transport,II.1.1,co2,83552995,kg
ec149db3-cc0c-38c2-b3ff-258cbead2561,CN HEY,2020,Aviation,II.4.1,co2,7795019,kg
2313afe6-05ea-3fd3-8c0a-f13713bab417,CN HEY,2020,Industry,IV.1,co2,299172381,kg
5666242b-beb0-3780-b1fd-ccf956c6fffa,CN HEY,2021,Residential,I.1.1,co2,141373740,kg
35fdf53a-4448-327c-ade8-0dfb16744046,CN HEY,2021,Power,I.4.1,co2,4022108568,kg
fe0214bd-c7b8-3ba8-8c4c-e2b6bcf4d880,CN HEY,2021,Ground Transport,II.1.1,co2,88438240,kg
ec29b0a6-0435-32eb-800c-8237db15cf01,CN HEY,2021,Aviation,II.4.1,co2,8817267,kg
15626ed2-eb72-3bb2-851c-e32702edcece,CN HEY,2021,Industry,IV.1,co2,307213519,kg
382a6c7c-69e4-3f68-8ab9-b14e445f58f5,CN HEZ,2019,Residential,I.1.1,co2,48360177,kg
77448268-6c92-3ce2-ba0d-7329318f881a,CN HEZ,2019,Power,I.4.1,co2,708536,kg
b193e6f2-15d9-300c-923b-69eebea90475,CN HEZ,2019,Ground Transport,II.1.1,co2,26283096,kg
dc0b4179-7d36-386f-b743-c2e5d5e174d3,CN HEZ,2019,Aviation,II.4.1,co2,710268,kg
0b43a510-c65b-3706-88ba-c90c7e57e26e,CN HEZ,2019,Industry,IV.1,co2,99112233,kg
6670d946-896f-3bd8-84dd-45c04a373661,CN HEZ,2020,Residential,I.1.1,co2,48585921,kg
2edb6d21-c052-3874-8474-c8b32f4d5dda,CN HEZ,2020,Power,I.4.1,co2,716712,kg
eb4a8bbb-c888-37ff-bbb5-bccb34e10358,CN HEZ,2020,Ground Transport,II.1.1,co2,24840576,kg
45788c30-827e-33ae-8a01-bc18f74d6607,CN HEZ,2020,Aviation,II.4.1,co2,364151,kg
3c3f5dcb-40c7-324b-bccc-efad84794000,CN HEZ,2020,Industry,IV.1,co2,102880933,kg
6e10bf29-1d36-3871-b826-893f6a098140,CN HEZ,2021,Residential,I.1.1,co2,48017943,kg
aa55edab-b577-30ef-82e6-c62bd1a690bb,CN HEZ,2021,Power,I.4.1,co2,776172,kg
2abb0de9-4d85-3cb2-b5e8-4415e7e0bfd9,CN HEZ,2021,Ground Transport,II.1.1,co2,26266219,kg
29e67ae7-8336-3bbb-b0fa-8c9a29fb88b9,CN HEZ,2021,Aviation,II.4.1,co2,423774,kg
2ecc27bc-e4c2-3c0d-996c-1e851c379e55,CN HEZ,2021,Industry,IV.1,co2,105635549,kg
8902665d-d688-338c-a623-c423a104d295,CN HFI,2019,Residential,I.1.1,co2,3544905125,kg
0ddac853-f619-366c-a3c0-af803c32c740,CN HFI,2019,Power,I.4.1,co2,8662345785,kg
c1490f8b-23d3-3887-9b31-8d0946eab007,CN HFI,2019,Ground Transport,II.1.1,co2,2389707351,kg
00a655f8-63bb-3e53-8c9b-b482f2678d28,CN HFI,2019,Aviation,II.4.1,co2,209699790,kg
c38ba118-88cc-36ed-a253-f6ac82a722f4,CN HFI,2019,Industry,IV.1,co2,5645999905,kg
3a80688a-22b5-349b-b690-83f7c7058a5e,CN HFI,2020,Residential,I.1.1,co2,3561452573,kg
ffb29bab-9c43-3ff2-8c77-7476bd465bd2,CN HFI,2020,Power,I.4.1,co2,8766540616,kg
06a8016e-c033-3f88-b803-8832a2d8d0e9,CN HFI,2020,Ground Transport,II.1.1,co2,2256514013,kg
81534d8c-b5db-34e4-9630-b2d5a6c2a644,CN HFI,2020,Aviation,II.4.1,co2,162325264,kg
e30d1e67-e481-35b4-bde9-43e27ef7a9c7,CN HFI,2020,Industry,IV.1,co2,5860503044,kg
91acf552-e52f-36a9-8c59-3bedc51fd958,CN HFI,2021,Residential,I.1.1,co2,3519818765,kg
fb57d49c-ee83-3ba4-928e-dc12edcfe89d,CN HFI,2021,Power,I.4.1,co2,9503989678,kg
692ebf07-b6e0-3fcf-8748-8a11c137b580,CN HFI,2021,Ground Transport,II.1.1,co2,2390824402,kg
efda012e-5d2f-3ec1-8d4e-591d4423195d,CN HFI,2021,Aviation,II.4.1,co2,182796247,kg
62f638ea-7719-3065-9fe6-eff4c8b1640a,CN HFI,2021,Industry,IV.1,co2,6017828559,kg
60ad122d-cec3-3ba3-bd9f-1d45974f2491,CN HHH,2019,Residential,I.1.1,co2,1372361809,kg
4f3d4ec5-4a22-3d4c-b3d8-84e60b5e8af6,CN HHH,2019,Power,I.4.1,co2,8243074536,kg
feb497a0-433f-3a5c-bd46-bcb3b37238f6,CN HHH,2019,Ground Transport,II.1.1,co2,795707625,kg
c78c472c-9a2a-3cf6-86a2-45213aaa7807,CN HHH,2019,Aviation,II.4.1,co2,136749439,kg
ec2dffea-2a06-373e-8e9e-89b56869198b,CN HHH,2019,Industry,IV.1,co2,2721438514,kg
9b8b7eab-1169-33d6-860b-2d7fc915e173,CN HHH,2020,Residential,I.1.1,co2,1378767943,kg
6abdef9a-ecd2-3c51-8a91-27d8df6b93e7,CN HHH,2020,Power,I.4.1,co2,8341401796,kg
df29fa08-0e68-382d-b39c-912b6241949a,CN HHH,2020,Ground Transport,II.1.1,co2,752370018,kg
c8d87384-2233-37eb-a19f-590eff7ed650,CN HHH,2020,Aviation,II.4.1,co2,111509647,kg
e678df7d-b17c-3574-908c-6dd20373bce1,CN HHH,2020,Industry,IV.1,co2,2824807828,kg
79c01e4a-9eb7-31c7-9163-27b3e07eb0b4,CN HHH,2021,Residential,I.1.1,co2,1362649973,kg
a6515ffe-b90c-3208-ad6c-6db874411535,CN HHH,2021,Power,I.4.1,co2,9041418465,kg
cae48693-f992-35ca-ad7f-46ec2a8d3ed4,CN HHH,2021,Ground Transport,II.1.1,co2,795874195,kg
c408bd80-4ce7-3fa0-9f43-e34481ec23d3,CN HHH,2021,Aviation,II.4.1,co2,125155031,kg
e3f42111-9ddc-3310-8806-bac3f7e5fada,CN HHH,2021,Industry,IV.1,co2,2900675960,kg
e25794e6-35e3-37e6-9310-027afa8878d8,CN HIN,2019,Residential,I.1.1,co2,106699391,kg
4c858644-6cb2-3dd6-a4d6-0647ce9c82f5,CN HIN,2019,Power,I.4.1,co2,191173374,kg
51c810dd-e7e3-3b05-bccd-883f97273d2d,CN HIN,2019,Ground Transport,II.1.1,co2,68245146,kg
d8ca8968-aab3-3c68-9f79-339e20ede365,CN HIN,2019,Aviation,II.4.1,co2,15433166,kg
62fe392c-794f-3785-9ff6-5ed8d60e27cd,CN HIN,2019,Industry,IV.1,co2,201429099,kg
cdb088a8-2392-31ce-b755-fd68a085989b,CN HIN,2020,Residential,I.1.1,co2,107197458,kg
dac9e3a7-a196-3fff-aa1c-14505d1e37b2,CN HIN,2020,Power,I.4.1,co2,193510776,kg
0a6e0634-bb39-3f0a-913d-9f9d582509b4,CN HIN,2020,Ground Transport,II.1.1,co2,64426656,kg
ada8a504-dfa1-30ea-a259-5c6a4d3e6bef,CN HIN,2020,Aviation,II.4.1,co2,9064126,kg
27282173-8062-35cb-adc4-90dec3eac281,CN HIN,2020,Industry,IV.1,co2,209079865,kg
e6c3a8c4-54d4-3428-8559-b35b8ad2921a,CN HIN,2021,Residential,I.1.1,co2,105944308,kg
04ed4e95-ce50-3ccf-93eb-81648303ff30,CN HIN,2021,Power,I.4.1,co2,209892214,kg
36436a2b-8da6-3399-81d6-34f0a9f3538e,CN HIN,2021,Ground Transport,II.1.1,co2,68242440,kg
88587fad-9450-3967-8e4c-81aa91a9ad46,CN HIN,2021,Aviation,II.4.1,co2,10419897,kg
c7016385-ccfd-3a5b-b709-446e4c666314,CN HIN,2021,Industry,IV.1,co2,214695985,kg
8e88498d-239c-3ef6-a409-f2467b82ca3d,CN HIS,2019,Residential,I.1.1,co2,719684626,kg
890feff7-01c0-374e-8ec3-3fd6a8bb771d,CN HIS,2019,Power,I.4.1,co2,4405009264,kg
9a2fca1f-5199-3aaa-a0a8-fc4a27aa3618,CN HIS,2019,Ground Transport,II.1.1,co2,464626050,kg
ad2030a8-7257-307a-929d-4850e86928ca,CN HIS,2019,Aviation,II.4.1,co2,32188823,kg
560b9423-f465-3499-bece-0a87d358bee0,CN HIS,2019,Industry,IV.1,co2,14433820574,kg
64f10f3c-4caf-3085-b840-1d65125807e5,CN HIS,2020,Residential,I.1.1,co2,723044094,kg
04157ca3-7386-3d6d-8fae-1f1e3341de7e,CN HIS,2020,Power,I.4.1,co2,4456566513,kg
5f8b4dec-056e-332f-8929-00d05ed9e30c,CN HIS,2020,Ground Transport,II.1.1,co2,439371503,kg
98210ba2-eb75-35e3-8e79-aaf0dc433e43,CN HIS,2020,Aviation,II.4.1,co2,21178036,kg
914f6d1f-023a-3767-b40a-dcc4d2585ef1,CN HIS,2020,Industry,IV.1,co2,14982410396,kg
cb6e380d-6ad7-3c16-a92a-b1f8a6e72270,CN HIS,2021,Residential,I.1.1,co2,714591625,kg
5012fe6d-b0d9-3134-8432-86b5bed7d386,CN HIS,2021,Power,I.4.1,co2,4828106312,kg
c07402aa-2c1b-3a9e-9c6b-b2ac12007637,CN HIS,2021,Ground Transport,II.1.1,co2,465646793,kg
7b40decb-ab5d-3f37-8bdb-6636933b213b,CN HIS,2021,Aviation,II.4.1,co2,24124691,kg
a4dbef04-5b3d-33f1-a8d1-3de3b73cf1e9,CN HIS,2021,Industry,IV.1,co2,15384046737,kg
041e008b-01b5-3562-9d0d-ef164a77247f,CN HKO,2019,Residential,I.1.1,co2,1039898849,kg
6c6b9449-296e-3cdd-9886-2a37135f74bf,CN HKO,2019,Power,I.4.1,co2,1084759417,kg
3527a0e6-5cab-3353-8287-29bb5baafdbd,CN HKO,2019,Ground Transport,II.1.1,co2,632963807,kg
3d7d2ed2-8c76-35f7-b616-aa7b89ac2880,CN HKO,2019,Aviation,II.4.1,co2,131061475,kg
a0cd0ad1-1ed4-307f-9c24-0553568cdc57,CN HKO,2019,Industry,IV.1,co2,2061479426,kg
07db37cb-4e0f-378f-903a-099d83d28662,CN HKO,2020,Residential,I.1.1,co2,1044753056,kg
3697cc5d-c277-3f53-8d34-32d0d52424a1,CN HKO,2020,Power,I.4.1,co2,1097423659,kg
1d6af8ea-ff15-36f7-8b61-f87a8dc6a41a,CN HKO,2020,Ground Transport,II.1.1,co2,598076032,kg
ae59c485-7977-3134-905f-fd92fd3a53bd,CN HKO,2020,Aviation,II.4.1,co2,102500765,kg
be1e743b-5729-307a-a2a4-52ff6a2cbe5a,CN HKO,2020,Industry,IV.1,co2,2139748094,kg
f915e18c-798a-344b-9fde-563448ef9c98,CN HKO,2021,Residential,I.1.1,co2,1032539769,kg
77fdf9b4-152a-3ba7-8314-412aec365bd0,CN HKO,2021,Power,I.4.1,co2,1188309587,kg
0bef6a32-222e-359b-b122-1f1bac05073a,CN HKO,2021,Ground Transport,II.1.1,co2,633055968,kg
1abc7595-ba77-394c-be97-dd4ab04631e1,CN HKO,2021,Aviation,II.4.1,co2,115349886,kg
2ddd8ea0-a77b-314f-b6a4-4f30b3a1bba7,CN HKO,2021,Industry,IV.1,co2,2197276227,kg
01cdd27b-82d7-31c0-8e59-4b3854aa9be0,CN HMI,2019,Residential,I.1.1,co2,68034600,kg
eb11770a-6633-37c2-99d1-0895b07db625,CN HMI,2019,Power,I.4.1,co2,577441495,kg
ec690c56-22b5-3e3a-bcd9-21a5163f9dd3,CN HMI,2019,Ground Transport,II.1.1,co2,69228467,kg
d1071516-92fa-37f0-b3a6-cc600b036e30,CN HMI,2019,Aviation,II.4.1,co2,805734,kg
47668373-2d33-3ddc-a247-3c3c2129df54,CN HMI,2019,Industry,IV.1,co2,130050282,kg
ba7ba2ba-bf72-35c8-b98f-1e58f62215a3,CN HMI,2020,Residential,I.1.1,co2,68352181,kg
a6b6aab0-7a2c-3bb2-a9be-a96718da0b5b,CN HMI,2020,Power,I.4.1,co2,584501647,kg
efb832e9-fcf0-3a27-8fac-2a686a2dfcdb,CN HMI,2020,Ground Transport,II.1.1,co2,65350850,kg
23b0f4d9-0588-38f8-b578-bee0e68150fd,CN HMI,2020,Aviation,II.4.1,co2,540691,kg
542ea449-611a-3418-8faf-dd340be2532e,CN HMI,2020,Industry,IV.1,co2,134988113,kg
731945b6-e3b4-3baa-b58a-0f7eb8d0bf36,CN HMI,2021,Residential,I.1.1,co2,67553138,kg
a97ad705-d02d-3fe3-8a8e-c97ddd6289a8,CN HMI,2021,Power,I.4.1,co2,633981980,kg
7185c312-ccab-3c59-9048-9346ebf59523,CN HMI,2021,Ground Transport,II.1.1,co2,69150550,kg
56e240ce-e5b8-3f8a-8ba3-17ccd6c5c053,CN HMI,2021,Aviation,II.4.1,co2,615004,kg
1846ab47-df72-3a7b-b8e7-1967aeec9509,CN HMI,2021,Industry,IV.1,co2,138617029,kg
968d036d-0715-3503-b7cb-b7c7a5b982f9,CN HNY,2019,Residential,I.1.1,co2,810407529,kg
8ad78e60-dad6-3575-a9d9-358f1739d31d,CN HNY,2019,Power,I.4.1,co2,1027121057,kg
d0c5b567-1330-310e-a08f-68ac317111bb,CN HNY,2019,Ground Transport,II.1.1,co2,581698604,kg
c0c183a1-51c7-3f87-a68e-e051fb174e9c,CN HNY,2019,Aviation,II.4.1,co2,13195618,kg
c4e6979d-269d-31c4-a337-cd6a159444c3,CN HNY,2019,Industry,IV.1,co2,4262119619,kg
2afc0886-7633-38bc-95bc-96f5dd89d8a8,CN HNY,2020,Residential,I.1.1,co2,814190486,kg
dc784772-e0f1-3836-9963-3268046569ad,CN HNY,2020,Power,I.4.1,co2,1039479940,kg
b25d9937-03d2-3058-bca9-d39ded06e2ab,CN HNY,2020,Ground Transport,II.1.1,co2,550064825,kg
3e7f87ee-97c0-3457-9c1f-39f9a1352571,CN HNY,2020,Aviation,II.4.1,co2,10644493,kg
67853aee-2b89-30d6-b2dc-5f354201a6e2,CN HNY,2020,Industry,IV.1,co2,4423934900,kg
ca316173-a9b1-31c7-8cfb-c51a598bea08,CN HNY,2021,Residential,I.1.1,co2,804672495,kg
e50f4fec-f937-3d9b-983f-0769c31439ec,CN HNY,2021,Power,I.4.1,co2,1126945064,kg
24301b40-0aa1-3733-9569-2d88fcdf57da,CN HNY,2021,Ground Transport,II.1.1,co2,582351799,kg
ba26158c-afcb-3654-868e-6ce2469507f5,CN HNY,2021,Aviation,II.4.1,co2,11955153,kg
a9f520c5-d35d-31cf-afd8-b73fb3b1c2df,CN HNY,2021,Industry,IV.1,co2,4542885001,kg
122055eb-0639-35fb-8d60-0c52d913b7da,CN HRN,2019,Residential,I.1.1,co2,3110536587,kg
5f205dba-b0e5-3bbc-b13c-0b66f2b0b8f7,CN HRN,2019,Power,I.4.1,co2,15159661801,kg
e01922bf-4539-3887-9418-c3dba954fe14,CN HRN,2019,Ground Transport,II.1.1,co2,1226722261,kg
b08ceccb-8016-3ec9-9f9f-247e0d71cca0,CN HRN,2019,Aviation,II.4.1,co2,15381079,kg
a0a94e32-d9e2-3fe3-b46a-59578ab72c4c,CN HRN,2019,Industry,IV.1,co2,4938374033,kg
71940474-5648-3fd1-bf7a-33c677174e1a,CN HRN,2020,Residential,I.1.1,co2,3125056499,kg
906c1bbd-bb8c-3b8b-9b8e-c2994a7cb52f,CN HRN,2020,Power,I.4.1,co2,15336909198,kg
eccff195-3355-3804-8ad5-eccda9e0cdb0,CN HRN,2020,Ground Transport,II.1.1,co2,1157908190,kg
5b4b08b2-beac-3f68-9bcd-a0471e198a09,CN HRN,2020,Aviation,II.4.1,co2,8708312,kg
8288afbb-148a-3620-94b1-b50a49f5f8ed,CN HRN,2020,Industry,IV.1,co2,5125730258,kg
52a19f15-4810-37a4-ad08-c13ab32824f9,CN HRN,2021,Residential,I.1.1,co2,3088524239,kg
b34043b1-2fa6-3dfa-b1ae-ab8858706cd2,CN HRN,2021,Power,I.4.1,co2,16616079602,kg
8bb5bb3d-e837-3fec-b77b-d1130fc7d52c,CN HRN,2021,Ground Transport,II.1.1,co2,1225876797,kg
d4be63e6-3c28-303a-9f82-76eaecf5b97e,CN HRN,2021,Aviation,II.4.1,co2,10042490,kg
d331cebb-9aa7-3d69-af8c-053dcf347dd1,CN HRN,2021,Industry,IV.1,co2,5263737303,kg
833ba7a6-e492-382e-b9d1-045bfc40b02b,CN HSH,2019,Residential,I.1.1,co2,95497945,kg
b3548e20-4022-3c33-a93d-2fc5fac2263d,CN HSH,2019,Ground Transport,II.1.1,co2,105206571,kg
682bbb70-5cc8-3275-aec4-1be57e740684,CN HSH,2019,Aviation,II.4.1,co2,29692373,kg
33607634-69e2-36fa-8ca5-e25ff5f96e28,CN HSH,2019,Industry,IV.1,co2,190791876,kg
8704e8e6-fea1-32f9-ad92-862dba785055,CN HSH,2020,Residential,I.1.1,co2,95943727,kg
b3384d23-b456-38b9-a2a7-31d0be365e78,CN HSH,2020,Ground Transport,II.1.1,co2,99177372,kg
fdc8f035-6cea-3320-8d9c-f6d1197302e7,CN HSH,2020,Aviation,II.4.1,co2,22476346,kg
4baacbf3-f78e-302a-98d3-3bc5341df908,CN HSH,2020,Industry,IV.1,co2,198038344,kg
892abb31-4007-3fd0-8bab-d98af9002406,CN HSH,2021,Residential,I.1.1,co2,94822133,kg
86b22ba1-5bd1-3a31-81dc-c40c34383ec0,CN HSH,2021,Ground Transport,II.1.1,co2,105038865,kg
74a53d88-e16b-38de-a8f5-2de8c1d2d886,CN HSH,2021,Aviation,II.4.1,co2,25348345,kg
0d2a4c41-c5f4-320f-8f62-b6ac08d2978d,CN HSH,2021,Industry,IV.1,co2,203357912,kg
025b7863-8cdd-302b-b4c6-956bf74742dd,CN HUD,2019,Residential,I.1.1,co2,188795212,kg
71e5fec6-e6d2-34ff-bb51-90e874adf283,CN HUD,2019,Power,I.4.1,co2,2758208466,kg
3e16989d-cafb-3fc1-bae0-b94318e50657,CN HUD,2019,Ground Transport,II.1.1,co2,159554174,kg
462bd348-5d9b-34dd-b5de-78a8394c1013,CN HUD,2019,Aviation,II.4.1,co2,2018659,kg
5ff3cb74-0659-330e-b47a-fc699f5df9a1,CN HUD,2019,Industry,IV.1,co2,615987476,kg
52a88edf-53cf-367b-8215-6c41418dcd83,CN HUD,2020,Residential,I.1.1,co2,189676503,kg
954b52bb-033b-3ee3-afcd-e4486d9e5c50,CN HUD,2020,Power,I.4.1,co2,2790857322,kg
2e45bba5-b12e-378f-96de-45f290593629,CN HUD,2020,Ground Transport,II.1.1,co2,150718357,kg
d9b3b0bb-3802-31ca-b52a-855ca91debda,CN HUD,2020,Aviation,II.4.1,co2,1632068,kg
38ca88fa-52e9-3305-9bd8-593080047db2,CN HUD,2020,Industry,IV.1,co2,639379139,kg
683ceb22-7193-33f8-8972-da898a326fef,CN HUD,2021,Residential,I.1.1,co2,187459163,kg
adee731d-b124-365b-b9e0-c5f1eda4869f,CN HUD,2021,Power,I.4.1,co2,3026832459,kg
dff47a19-2b4d-3917-a9cd-9e6fde85184c,CN HUD,2021,Ground Transport,II.1.1,co2,159373955,kg
193a5c16-735d-3db2-ba51-49c0e4511edc,CN HUD,2021,Aviation,II.4.1,co2,1832765,kg
6fd16465-7b89-3629-b076-0a1d56c20f82,CN HUD,2021,Industry,IV.1,co2,656561589,kg
92c9424a-b839-36eb-8620-c422136717f8,CN HUI,2019,Residential,I.1.1,co2,1017633366,kg
f605f847-e063-32bf-beaf-8f5b7a8b8782,CN HUI,2019,Power,I.4.1,co2,2511183643,kg
1ae06ea4-c77f-309d-a812-429256c99f09,CN HUI,2019,Ground Transport,II.1.1,co2,644897688,kg
6f41eee6-24ac-368a-abd7-5ae2e6ae15c6,CN HUI,2019,Aviation,II.4.1,co2,81635954,kg
9fd1f1bf-0e0c-347b-ab76-e6803b0a4b37,CN HUI,2019,Industry,IV.1,co2,1961241635,kg
6d1f09d5-6cbb-35b6-85ec-83250cf82754,CN HUI,2020,Residential,I.1.1,co2,1022383654,kg
a7f5e51c-07f6-322e-94fb-372d286b9ce9,CN HUI,2020,Power,I.4.1,co2,2541668515,kg
9d9199ef-4b8f-3504-a2d1-80713a2a55b0,CN HUI,2020,Ground Transport,II.1.1,co2,608426279,kg
eb919f14-4926-3d3c-9b6d-79c0222f3f1e,CN HUI,2020,Aviation,II.4.1,co2,49804057,kg
f3f6fd87-8ff4-3998-aca2-8ff16988bd00,CN HUI,2020,Industry,IV.1,co2,2035721819,kg
c4775bd5-ceb1-3535-a41e-6aabd97b7185,CN HUI,2021,Residential,I.1.1,co2,1010431857,kg
b479fc50-da7d-34fc-9080-4094f8e24e7a,CN HUI,2021,Power,I.4.1,co2,2753678095,kg
0092dde2-2063-3edb-af61-6ace268d4182,CN HUI,2021,Ground Transport,II.1.1,co2,643731621,kg
