reportinglevel_id,reportinglevel_name,created,last_updated
7b8bd2cf-13a0-3a76-8d50-e08b4321703a,territorial,2023-10-10,2023-10-10
2782d240-65fb-3af2-865d-c408f70a826f,basic+,2023-10-10,2023-10-10
de046a2e-3896-3603-ae8f-ee55befda74b,other,2023-10-10,2023-10-10
3e54a15f-7857-3878-9a60-b2c28e3c60fa,basic,2023-10-10,2023-10-10
