id,source_name,GPC_refno,region_name,region_code,temporal_granularity,year,activity_name,activity_value,activity_units,gas_name,emission_factor_value,emission_factor_units,emissions_value,emissions_units
4e8d13f9-9036-34f5-b957-e110c4daa134,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2023,natural gas combustion consumption for energy generation from renewable plants,1.5150000000000001,tonne,CO2,1.94819592,tonne/tonne,2951.5168188000002,kg
dd069bbf-fc14-31d5-8909-5ec114ed2259,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2023,mineral coal combustion consumption for energy generation from thermal plants,485634.10500000004,tonne,CO2,2.33525776,tonne/tonne,1134080812.221905,kg
23fd6eb4-27dd-37a3-ac28-81f053e248bc,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2023,fuel oil combustion consumption for energy generation from thermal plants,593673.2980000007,tonne,CO2,3.17228090666667,tonne/tonne,1883298468.0432324,kg
d00a9cf0-f5f9-3a58-8bf8-acac370a4829,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2023,natural gas combustion consumption for energy generation from thermal plants,7335921.393999997,tonne,CO2,1.94819592,tonne/tonne,14291812129.231487,kg
c7b13663-a52c-3855-bd7f-1c88f392e105,CAMMESA,I.4.4,BUENOS AIRES,AR-B,annual,2023,gas oil combustion consumption for energy generation from thermal plants,537495.7640000004,tonne,CO2,2.69717055226667,tonne/tonne,1449717746.6288762,kg
0e3d759a-b3b5-3ce4-9b07-1dd96e86d595,CAMMESA,I.4.4,CATAMARCA,AR-K,annual,2023,gas oil combustion consumption for energy generation from thermal plants,15901.704000000005,tonne,CO2,2.69717055226667,tonne/tonne,42889607.75966112,kg
0aad7293-2ab0-367f-be4f-b0facccb014f,CAMMESA,I.4.4,CHACO,AR-H,annual,2023,gas oil combustion consumption for energy generation from thermal plants,9928.574999999997,tonne,CO2,2.69717055226667,tonne/tonne,26779060.11597104,kg
4ae99465-e478-3ddb-9a0f-cf7640021cba,CAMMESA,I.4.4,CHUBUT,AR-U,annual,2023,natural gas combustion consumption for energy generation from thermal plants,132777.20699999997,tonne,CO2,1.94819592,tonne/tonne,258676012.94639543,kg
eeec0746-d93b-3922-81cb-df29b61df797,CAMMESA,I.4.4,CORDOBA,AR-X,annual,2023,natural gas combustion consumption for energy generation from thermal plants,552413.3419999998,tonne,CO2,1.94819592,tonne/tonne,1076209419.0379643,kg
a1f450d1-4072-39fd-a5a1-1496fd49e603,CAMMESA,I.4.4,CORDOBA,AR-X,annual,2023,gas oil combustion consumption for energy generation from thermal plants,129529.175,tonne,CO2,2.69717055226667,tonne/tonne,349362276.4693959,kg
ee2df6b8-9a4b-3cdd-a3db-a19b520fc3b3,CAMMESA,I.4.4,CORRIENTES,AR-W,annual,2023,gas oil combustion consumption for energy generation from thermal plants,2335.2909999999993,tonne,CO2,2.69717055226667,tonne/tonne,6298678.116173383,kg
d914efab-cea3-3d81-ade5-f9f529d7f1b2,CAMMESA,I.4.4,ENTRE RIOS,AR-E,annual,2023,gas oil combustion consumption for energy generation from thermal plants,1881.6360000000002,tonne,CO2,2.69717055226667,tonne/tonne,5075093.209284848,kg
b82e262a-3850-39eb-be7a-37276ec132e7,CAMMESA,I.4.4,FORMOSA,AR-P,annual,2023,gas oil combustion consumption for energy generation from thermal plants,7938.676000000002,tonne,CO2,2.69717055226667,tonne/tonne,21411963.131186157,kg
ed9c2f39-ca5f-389c-8cff-2c61512b6b15,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2023,natural gas combustion consumption for energy generation from thermal plants,33233.528,tonne,CO2,1.94819592,tonne/tonne,64745423.65680578,kg
ca74af92-a6cf-3a94-8a43-12b90f4ee31f,CAMMESA,I.4.4,JUJUY,AR-Y,annual,2023,gas oil combustion consumption for energy generation from thermal plants,1573.0549999999998,tonne,CO2,2.69717055226667,tonne/tonne,4242797.623095847,kg
b8e2c115-fa62-30c7-bb01-65bd548d0581,CAMMESA,I.4.4,LA PAMPA,AR-L,annual,2023,gas oil combustion consumption for energy generation from thermal plants,2389.8120000000004,tonne,CO2,2.69717055226667,tonne/tonne,6445730.551853516,kg
213b8640-75f4-35e1-9736-94cb02ad96f8,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2023,natural gas combustion consumption for energy generation from thermal plants,3521.1800000000007,tonne,CO2,1.94819592,tonne/tonne,6859948.509585599,kg
e1329a60-8213-3161-a483-400a6de014b1,CAMMESA,I.4.4,LA RIOJA,AR-F,annual,2023,gas oil combustion consumption for energy generation from thermal plants,17047.241000000005,tonne,CO2,2.69717055226667,tonne/tonne,45979316.422593005,kg
72f584e5-8b72-3f87-a6d1-74b92ad9bb4c,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2023,fuel oil combustion consumption for energy generation from thermal plants,3797.4579999999996,tonne,CO2,3.17228090666667,tonne/tonne,12046603.507268598,kg
bf97e478-9f54-3328-9836-161e69cdc719,CAMMESA,I.4.4,MENDOZA,AR-M,annual,2023,natural gas combustion consumption for energy generation from thermal plants,699420.9059999997,tonne,CO2,1.94819592,tonne/tonne,1362608955.431904,kg
d2e245b9-bb8a-33a9-8de2-c4ad75d1a2f8,CAMMESA,I.4.4,MISIONES,AR-N,annual,2023,gas oil combustion consumption for energy generation from thermal plants,17791.75,tonne,CO2,2.69717055226667,tonne/tonne,47987384.17329052,kg
adf9a3e9-ab4c-3194-84e1-ad3dc4df8a61,CAMMESA,I.4.4,NEUQUEN,AR-Q,annual,2023,natural gas combustion consumption for energy generation from thermal plants,2346750.051,tonne,CO2,1.94819592,tonne/tonne,4571928874.617994,kg
f7991494-9438-321f-9455-33b804001c20,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2023,natural gas combustion consumption for energy generation from thermal plants,265776.68500000006,tonne,CO2,1.94819592,tonne/tonne,517785053.3481252,kg
bf67aa9c-c24a-3212-9ff0-48c3d34ff4fc,CAMMESA,I.4.4,RIO NEGRO,AR-R,annual,2023,gas oil combustion consumption for energy generation from thermal plants,653.9250000000001,tonne,CO2,2.69717055226667,tonne/tonne,1763747.2533909823,kg
a936cf64-8bbc-36be-911e-145a2a6a4782,CAMMESA,I.4.4,SALTA,AR-A,annual,2023,natural gas combustion consumption for energy generation from thermal plants,605525.5920000001,tonne,CO2,1.94819592,tonne/tonne,1179682487.7899852,kg
04c8354e-7252-3c9c-b8a5-315923506dbf,CAMMESA,I.4.4,SALTA,AR-A,annual,2023,gas oil combustion consumption for energy generation from thermal plants,2666.992,tonne,CO2,2.69717055226667,tonne/tonne,7193332.285530792,kg
2cf935b2-dc09-368d-8102-ace1dc66819e,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2023,natural gas combustion consumption for energy generation from thermal plants,15430.463000000002,tonne,CO2,1.94819592,tonne/tonne,30061565.06031097,kg
559a498b-0a6a-33a5-b184-e398d2e2bf43,CAMMESA,I.4.4,SAN JUAN,AR-J,annual,2023,gas oil combustion consumption for energy generation from thermal plants,58.821000000000005,tonne,CO2,2.69717055226667,tonne/tonne,158650.2690548778,kg
16f193f4-4201-3a3e-97c0-f779a11dd3fc,CAMMESA,I.4.4,SAN LUIS,AR-D,annual,2023,gas oil combustion consumption for energy generation from thermal plants,59.2,tonne,CO2,2.69717055226667,tonne/tonne,159672.49669418685,kg
e0e623fd-7afc-3641-a86a-cd79465c92b6,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2023,mineral coal combustion consumption for energy generation from thermal plants,34998.48,tonne,CO2,2.33525776,tonne/tonne,81730472.00820482,kg
14fc4583-1dc0-35e7-aed6-c9e5c748b598,CAMMESA,I.4.4,SANTA CRUZ,AR-Z,annual,2023,natural gas combustion consumption for energy generation from thermal plants,53059.244999999995,tonne,CO2,1.94819592,tonne/tonne,103369804.62728037,kg
5ae6c5b9-27fe-34cc-8b8a-f69a29447330,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2023,fuel oil combustion consumption for energy generation from thermal plants,76185.45000000001,tonne,CO2,3.17228090666667,tonne/tonne,241681648.40080833,kg
26ac38b6-4cbe-3bae-bb18-e54ca938c3a0,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2023,natural gas combustion consumption for energy generation from thermal plants,894936.5869999999,tonne,CO2,1.94819592,tonne/tonne,1743511807.4521253,kg
ed505b40-ac5b-3d60-a1b3-9ce6e9a7eff8,CAMMESA,I.4.4,SANTA FE,AR-S,annual,2023,gas oil combustion consumption for energy generation from thermal plants,519887.4309999999,tonne,CO2,2.69717055226667,tonne/tonne,1402225069.3867698,kg
84ad6ec2-9a35-3ef6-9ef8-ccc786168d7c,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2023,natural gas combustion consumption for energy generation from thermal plants,5468.402000000001,tonne,CO2,1.94819592,tonne/tonne,10653518.465319842,kg
632091bb-10da-35f2-9bf8-817084860d21,CAMMESA,I.4.4,SANTIAGO DEL ESTERO,AR-G,annual,2023,gas oil combustion consumption for energy generation from thermal plants,9351.693000000001,tonne,CO2,2.69717055226667,tonne/tonne,25223110.973438356,kg
944c37a7-e3ea-3247-a1bf-4c58682f74ed,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2023,natural gas combustion consumption for energy generation from thermal plants,999303.0639999999,tonne,CO2,1.94819592,tonne/tonne,1946838152.1282992,kg
a6eb86fd-45dd-31b6-87ef-2df7b98f7277,CAMMESA,I.4.4,TUCUMAN,AR-T,annual,2023,gas oil combustion consumption for energy generation from thermal plants,23735.155999999995,tonne,CO2,2.69717055226667,tonne/tonne,64017763.816655576,kg
