scope_id,scope_name,created,last_updated
81cac15d-01d5-3d51-8bde-0f7a383585ae,2,2023-09-21,2023-09-21
ce09d866-a134-35a8-88b8-e4f08b21af3a,3,2023-09-21,2023-09-21
503d4c60-3ff0-3d2b-9ea0-6fb5b0078031,1,2023-09-21,2023-09-21
