"id","locode"
"452f760e-7f0f-3e53-b097-745cd0fab421","ES SCN"
"22951af0-a7df-362a-8c5e-613a4409815e","ES SCN"
"9d41a348-e2f6-3153-9fe6-df7384848e8e","ES SCN"
"cda92ef4-3fdb-3577-bc04-eb22e4062390","ES SCN"
"1987bd60-877c-31e2-9eed-ad91dbea5c57","ES SCN"
"ada78fe1-d4f0-307e-99a2-45ad5b0a9b1d","ES SCN"
"1efbd7e2-c6aa-33e0-8019-67f090191803","ES SCN"
"6e09b561-4271-3638-ae1f-010579fd9dcb","ES SCN"
"44bd7544-09fd-3115-9448-f14cb10b552a","ES SCN"
"5a66b50b-6fd8-3673-bf01-e87031766e35","ES SCN"
"7c4d9ee9-7e37-3302-b40f-4d0872a8afc6","ES SCN"
"2bb723e4-0cd1-3bcb-a2f9-f35925aedb51","ES SCN"
"a8d8dbbe-8641-3f95-8b3b-253212735f85","ES SCN"
"e60068a1-5b17-3a30-9a5b-2de21222b991","ES SCN"
"b10ba80d-95dc-3c90-a146-4ab5a3279e77","ES SCN"
"fb628737-764b-3e63-b3b7-345ce2710a67","ES SCN"
"9abafe89-0447-30e3-9827-b4acabe19f3e","ES SCN"
"800f3973-80f0-3ec1-9b3a-6cc270f6eadf","ES SCN"
"b227986e-3f0b-3dad-8f6e-d361509c473f","ES SCN"
"820b8dc9-d779-3ee2-941c-8b8a62b279f9","ES SCN"
"a9cd285e-8644-3d62-8ba0-b33de53a55f2","ES SCN"
"84004633-db5d-32a8-995d-ca0a81b8fc8c","ES SCN"
"1979d400-72e2-32c0-ab84-6597998e5814","ES SCN"
"cae2ad20-50cd-3258-9b1b-9de15270092d","ES SCN"
"48eeb99e-494b-360a-9632-10eea52a2174","ES SCN"
"555fe545-eaac-3aca-9446-cea3316745c4","ES SCN"
"1fae4cce-fe4f-3abd-9412-4b0d83cffbec","ES SCN"
"18e0fd35-ac1b-3480-ba2e-2199604e5760","ES SCN"
"b2db04c6-50b1-3c6b-99d8-8a6cb628f0f9","ES SCN"
"7180a243-f806-3a26-a715-60240c1c9f62","ES SCN"
"9d62b650-cb83-3c8f-b2fe-100401fc3706","ES SCN"
"4cb59e81-deb0-3f73-97e0-6d2795fba56f","ES SCN"
"35ae0dbf-ca9f-3db5-bad1-0142c3d02799","ES SCN"
"c666ae5f-0fa6-3839-8d1c-a6835d37414f","ES SCN"
"9118e404-ef61-3864-a999-d04814438abe","ES SCN"
"144a1c18-b71f-38b4-ad9a-9100507f7d20","ES SCN"
"1e737032-648f-30bd-9857-c1f9d28a2991","ES SCN"
"d507e899-b323-3a93-bb6c-9a00bdbc578e","ES SCN"
"174c390f-dadc-3d12-8cc2-d471e7a1e4e1","ES SCN"
"ff73695b-de8c-3279-92a1-57bd43598486","ES SCN"
"4e83d199-6324-3413-96a0-8ee4b09576f1","ES SCN"
"5536b657-8b48-37ba-87b2-a76e02b14d4d","ES SCN"
"5b4183db-7435-3f41-be7c-98090bfba05a","ES SCN"
"1414d4e5-8b13-3682-9f50-14497ce7a4dd","ES SCN"
"dc69a663-33da-3c56-ac7b-2b8689ed57d9","IN PAT"
"9029ad0d-ee2a-3975-b561-3b8955292706","IN PAT"
"ba110a39-b494-3859-8d5c-63aec7f4a9ea","IN PAT"
"a6b5cc7f-e8d4-3bc9-8765-e868e002f9f6","IN PAT"
"e4baf098-a5c2-340d-843b-89d0602a00db","IN PAT"
"b524b9dd-341f-3158-be99-e747e18b15a1","IN PAT"
"71bc5dcf-6d23-3759-9731-0c6ecad65e53","IN PAT"
"a84ee220-d2cb-32f2-9d63-ae99a488be2c","IN PAT"
"e8f850d3-fec4-31b4-a80d-d4293c369eb3","IN PAT"
"3de2a565-ec46-3072-8ccb-7333868a419f","IN PAT"
"ec53a5b5-69cf-3948-b727-659920ef754f","IN PAT"
"8b041d22-a2a8-3a5e-8001-5a64af99698c","IN PAT"
"8123b512-af88-3a8c-9603-e69170d94061","IN PAT"
"f939b42c-bd2a-38e8-99bd-2a76e12e9961","IN PAT"
"dcaf1a50-87f3-3ba2-a771-7ace5387ea6a","IN PAT"
"dd0ed658-eca2-3cda-a90c-1c98aa121113","IN PAT"
"ca099481-dee0-39a2-b608-78ed945beba9","IN PAT"
"ec85eb9e-a902-3fd0-811c-4b43fb653350","IN PAT"
"ae7232a1-91f8-3457-88b3-80333289ffd8","IN PAT"
"4e33929d-8b27-3751-956e-58d0179fcfec","IN PAT"
"56305177-9b37-3d5c-a28a-eddecd5273fa","IN PAT"
"04e67b69-fe9f-3402-9d28-e0672ae61107","IN PAT"
"ff6ce0e6-254f-3d06-b842-3948ebf1f77c","IN PAT"
"0e41b9bb-3c25-3c9a-aa15-a0b008d2795d","IN PAT"
"487608a7-3b6d-35be-ba1f-f3f60e291ddb","IN PAT"
"76a3809b-b89e-37f8-97ae-f636ad9f90c1","IN PAT"
"b23a62cc-729c-3248-8676-caeac81b1405","IN PAT"
"c549aa01-bc98-3c21-86f7-54977dd3e412","IN PAT"
"88e63c3a-f142-3da0-8b58-b42eed0bf501","IN PAT"
"ae35b4b3-a611-3187-8c17-25bb0d1ee876","IN PAT"
"2600c9e2-14f1-3692-ae5c-8814fe8fd4a4","IN PAT"
"851f7313-2ecf-3eb4-8369-9bd09e0e06c6","IN PAT"
"0e5a7771-d07a-353f-add4-356ccda3faf7","IN PAT"
"b8597ba4-16ba-3313-9943-61eb8f6fd8af","IN PAT"
"c1c156f3-6d74-31f0-b9a4-25a240464c63","IN PAT"
"4b301365-a350-30f7-aa35-47343802c7f8","IN PAT"
"2bdcb27d-c53f-3b43-9e8a-dc04e1ade480","IN PAT"
"7c98b2bc-c596-39f1-af53-370ca452f73c","IN PAT"
"003593b5-ba54-3b62-b36e-78e2bf627122","IN PAT"
"c582b1d6-206c-3391-8e3f-7a5304f951d3","IN PAT"
"d76a1848-ad91-3bc5-bf30-f7c7475409a2","IN PAT"
"6e8a08b0-219b-3078-9ee4-372a99f4c045","IN PAT"
"196fcab5-0156-3fb1-adee-606d89e7133c","IN PAT"
"96d0d96f-8649-3521-af4b-9874d101a8a1","IN PAT"
"7367b30f-3d1f-3a44-a616-15c5a52676b9","IN PAT"
"4a8de99d-28ea-3115-bb46-5bf7543ea634","IN PAT"
"98854eb0-a766-31de-a8d6-2720e4d8f22c","IN PAT"
"716f47d8-ca42-3632-a66a-11fbebed1d7f","IN PAT"
"b0685101-d61f-3050-aa96-04928f94674a","IN PAT"
"0a549c6f-1254-383c-9147-566e76ecccd1","IN PAT"
"411b8536-4110-3d55-96e6-bd7ca785179e","IN PAT"
"d56b5f7e-6e53-3afd-9b56-93d019a266c8","IN PAT"
"696d197b-e375-301f-ba17-d0900305d211","IN PAT"
"c0f05438-3db3-3384-a4fa-cce3246745f6","IN PAT"
"f1b8665e-c390-3ba4-aa45-cfb790e6c95a","IN PAT"
"ed5e63af-44a6-3076-a8b5-94285c013f1d","IN PAT"
"580c22db-5828-3935-a581-d36864e6c792","IN PAT"
"9ddf07a6-971d-39cf-b987-89d7e3ba1820","IN PAT"
"712aa18c-8e2d-369b-a504-47efdd405b57","IN PAT"
"af31fe55-8c91-3f4d-be4c-847f8ed4ff8a","IN PAT"
"a8760d69-e447-326b-8c76-98c0f6f50125","IN PAT"
"fedd0e26-dbae-3a6d-9b3e-8340c09f5bb2","IN PAT"
"27d3497b-3110-3bd2-b91c-8de51634c3e5","IN PAT"
"b9e307ce-9ccd-398c-9387-36eae41aad7a","IN PAT"
"58224162-ee31-3332-84e4-4afe25498f18","IN PAT"
"0082b59c-e731-3b88-9cf9-b92d852c8110","IN PAT"
"7ff6d412-782b-394d-8e92-50bbdc1101cb","IN PAT"
"5a1e3d1c-98db-3937-8fea-f7d6efeab57b","IN PAT"
"8ffc0c33-40df-3f23-99ba-b06ae756ee0c","IN PAT"
"09de7349-415b-3c1d-bdf5-17c62d9b56a3","IN PAT"
"da5b6476-b8af-32d5-a7b9-3bd47f07617a","IN PAT"
"f49b6f3d-c1ee-392d-9bba-110658da391d","IN PAT"
"deb9703a-4e8e-36f6-b24f-f846c9af915a","IN PAT"
"8f66b775-85b3-359a-985f-99799daf5564","IN PAT"
"e9bb324a-1f49-3a6e-9462-47cdb02875d5","IN PAT"
"4e774729-439d-365c-b50e-8b337014f2a0","IN PAT"
"3d672969-9d92-388b-a863-cfa111a45696","IN PAT"
"76bf7c4f-02c3-30f0-a7fd-6bdf553004cc","IN PAT"
"59502ccf-e32f-3730-8d18-366a52c78c47","IN PAT"
"1bce0a34-1281-30ff-9d29-cae82be4cf8e","IN PAT"
"e274283f-f481-302f-9f9b-0eaa88e0d597","IN DID"
"c7fc0426-3c86-3068-8e07-a09f6d5a50a1","IN DID"
"df0c9f13-1bcf-3f04-a8b6-9995c52fc118","IN DID"
"de25acd7-8203-3da9-bae7-6c53135cebf0","IN DID"
"e24dd844-2e0c-3a46-b19b-1f10f0986d8b","IN DID"
"f4839ef8-3ff1-33d1-9787-7b574732d475","IN DID"
"20fc6eec-b936-32e6-a6bf-4e967e74340b","IN DID"
"d57afbfd-afac-3135-a7fa-fc6fdeee698e","IN DID"
"bbbca87d-7d57-3562-9596-dc8704efa848","IN DID"
"7ce0cfb1-6906-3cbf-a264-43b668031fbd","IN DID"
"516fe79c-0367-3a4d-af35-8b1def67b05d","IN DID"
"17ee48bd-9abd-3e08-8613-43e94b0cd576","IN DID"
"c2d66e12-d9e2-355c-a398-2c74f92b50a3","IN DID"
"87cd37a8-5b64-336f-ab08-f89530fb9dfe","IN DID"
"bea5418b-70de-3a4b-8ed2-54418b9e7ce7","IN DID"
"f387a8a2-fbe6-376e-b755-e34973d26dd1","IN DID"
"b5ac116c-9396-3e17-8534-2602707e88cf","IN DID"
"772cb415-d077-3ff8-8028-ef2cb6e9b07e","IN DID"
"6536532d-bbfb-3d17-a2ed-8ffed9684536","IN DID"
"b6d58136-5c04-3d05-a610-c959b3b960c3","IN DID"
"9e373eb8-3b31-33a1-b597-de8bca7420cd","IN DID"
"c51b434a-6baa-36bf-b92b-fea09e96061b","IN DID"
"b4399ddc-a644-34e3-8ead-943d41c28552","IN DID"
"a12c3eeb-00d2-32dd-b209-a3cc2a0fe5ca","IN DID"
"042803d1-eb83-3905-8b31-1603d3bca9a4","IN DID"
"0c6780b6-0bcd-37ca-9826-9850744645e9","IN DID"
"125153cf-06ba-38a0-bf35-41e52b3a99d2","IN DID"
"2fec0895-8efc-3391-b8f3-592b03efa643","IN DID"
"8e9c4b46-f5ea-3e77-933a-9b36628a9fa9","IN DID"
"5a914eb6-13ef-3d3e-a2aa-f9585a6ed4be","IN DID"
"e28ba645-cd5f-3234-be1d-38e19ac1fe6a","IN DID"
"1a45cd33-3b16-3457-80a4-ddb3cf3cd458","IN DID"
"2595aa4b-6105-35cb-96d3-bfd28ef460b2","IN DID"
"ab6c6802-510c-35da-a9ab-5fde73ed19c4","IN DID"
"64ba8180-b845-37d0-b747-a289a713edbf","IN DID"
"6b074dca-f124-353c-8c13-dfaab3bad930","IN DID"
"53c8048b-035b-3cc6-b277-12e92ab3b2ff","IN DID"
"2b33797c-467e-3b85-b588-b11b7dd53410","IN DID"
"e1c422fb-8c3c-3505-9a76-8e4283c322d5","IN DID"
"fe8e54cc-6795-3235-b444-8c90e244101b","IN DID"
"4357a0e3-4b96-3a86-8090-142de561971e","IN DID"
"b97f659e-0a0c-3f86-92f9-7f54b87c52ae","IN DID"
"89306e80-1082-3783-a9a2-c5ff87a281ff","IN DID"
"3be9ed91-e59e-3d3b-9385-f451d77a35bf","IN DID"
"e385427a-d4e9-3cad-b9eb-826fce9b9911","IN DID"
"bbadd967-786f-3aa2-b2a0-e7476382b96e","IN DID"
"ad1c495c-5ecc-3066-acd5-fa5c833b9bab","IN DID"
"f49e64ac-e4b0-362d-8072-a8e478009335","IN DID"
"de679d88-fe60-3e49-99f2-f2e6ae693ec1","IN DID"
"538a709e-a7c4-3135-9c55-815436fffeb9","IN DID"
"64c2caca-da1d-3dde-899a-83c0094b6e27","IN DID"
"7e31e340-fa6c-3406-839a-5c8ed98254f5","IN DID"
"c9a04695-de5f-3527-b89e-43a057131505","IN DID"
"6d1436a4-24e1-340f-8278-a089195954f1","IN DID"
"8834e253-cc79-319c-bdd0-0ae092a36272","IN DID"
"59179d80-91b3-3ee2-8c8d-446ebdcfc76a","IN DID"
"9bc9ec3f-0c04-3587-89d7-1578521179d1","IN DID"
"391e4fd4-2864-3104-aa77-693f12a92fdc","IN DID"
"ce5007df-509a-3c0e-a0d9-2d764b1f191a","IN DID"
"0c0cf322-802e-32fe-b89c-a9ba4df400b1","IN DID"
"332170b0-3bfc-3c21-94dc-df861b4c4a2a","IN DID"
"b343d506-46a4-3b1a-b3bc-b9018fc75de3","IN DID"
"3e36953d-9fdf-3987-8c3d-5704866b66c9","IN DID"
"147edccb-6d96-3c5a-b56d-1830a21b992e","IN DID"
"3da543e7-25db-3fb1-bcdc-975acc686fc8","IN DID"
"a6b95d30-2194-36ae-998b-84ea6450ce96","IN DID"
"84b9d459-4b62-35b3-b3af-c8f6edf3ded5","IN DID"
"e90d0e5d-1f48-3858-a1ce-5191a5a10b55","IN DID"
"868c24c0-f5f6-3df5-b7c3-f79b74f43752","IN DID"
"8572fd96-0e05-3ded-ad62-35db332016b4","IN DID"
"a466c4c9-345a-3472-ae35-1c35f949e383","IN DID"
"ff36a0bf-7864-3ae9-bd81-fffcbf753dec","IN DID"
"1823757b-a7b4-3e2f-a6d4-40d7b424ea14","IN DID"
"aad64d11-7110-3229-b226-a13abf3b0853","IN DID"
"29f2ab5e-07a8-3d3f-8505-6b38e207876c","IN DID"
"9394e22d-5bed-3420-849e-6fb9bf82bd8b","IN DID"
"95fcf03d-113c-3478-af9b-dc42b3b0c8fc","IN DID"
"422d6018-c4bd-3cd3-a939-b4ac45ea5c8c","IN DID"
"fdf3f6d0-f843-3cba-9dfe-65a85c3f4d6f","IN DID"
"c327a647-8221-3d61-a5f1-b85366e18ffa","IN DID"
"3dce17d5-c975-3458-affd-d1233e63147f","NZ ROT"
"db568e79-026f-3059-bac3-a8c7b17570c3","NZ ROT"
"51890353-b164-3281-bb02-756be36aa617","NZ ROT"
"d5c458a7-9e5d-3ae8-bbc1-876d80e5522b","NZ ROT"
"d8083e58-776f-31f2-b32a-98a8a1552493","NZ ROT"
"ed5a2b08-7304-3814-a876-aff5c2fb2e10","NZ ROT"
"d532e396-0ece-395b-9043-1eb5be0f1ee4","NZ ROT"
"ba7707b7-cae1-3ac1-8dc6-cbb09a9d105f","NZ ROT"
"6b040191-553e-3144-b256-dc37825ebb60","NZ ROT"
"ddc42c3c-53c1-3a20-8867-a939430be4e7","NZ ROT"
"c744fcf5-06e1-3b52-86e9-8a853f496389","NZ ROT"
"bfb9671f-97ce-3208-b290-07ad0afefb9e","NZ ROT"
"1a02b227-f7ef-357b-b8d7-b4e6f5d58133","NZ ROT"
"7c55acdb-5309-399e-8045-7d7630b1761b","NZ ROT"
"bff1a3a3-959c-3163-bc7c-0f119548f5fe","NZ ROT"
"7f2bfd58-b336-3178-8ff0-922479e0ffa1","NZ ROT"
"c71a14e7-e62d-3bc3-a40e-467c78b7c59e","NZ ROT"
"594c13f4-d774-3b55-9cbd-0f6e1ecd3835","NZ ROT"
"c3b52d99-d327-31c6-b9a5-3a15dbdfb47f","NZ ROT"
"8881aebf-1fe0-3297-9e88-60d13ccdc13c","NZ ROT"
"edc52063-897d-3b9b-83c4-6c1d1d440037","NZ ROT"
"364de7ce-fa46-3bd8-a556-5b80e08c027f","NZ ROT"
"4f94b9a9-fb64-3953-b90f-fc312eae0283","NZ ROT"
"9a6ebca6-8fdc-3320-97c9-773448c5376e","NZ ROT"
"318ff4de-bd71-3a36-b972-de5f3e97c3f1","NZ ROT"
"1d094095-88e3-38ea-b8c4-5ef4cea78ab3","NZ ROT"
"1b52df32-bda9-3c5b-b8a6-edfd8a7f05b2","NZ ROT"
"c86989ed-94fd-3f71-a929-52a20b9fb610","NZ ROT"
"c3727c18-57d9-3336-88c3-34872521f16c","NZ ROT"
"9abe855d-4fa9-316b-bc75-9d37e8d70d91","NZ ROT"
"0417d586-0686-3e4c-90c9-7e13200f0f4b","NZ ROT"
"e0edbd2a-ca15-394a-ad73-128419ccbeb5","NZ ROT"
"5e0a7cf1-b443-305c-84d6-25a1fb7e83e4","NZ ROT"
"95ef2fc9-2bdd-3b21-bc53-8558abe2aa5e","NZ ROT"
"98ad98ec-6a76-30fc-86ab-0475337906e0","NZ ROT"
"7238989a-fca3-3e91-ac57-c84428eb285e","NZ ROT"
"f3bb8a11-c2eb-3e73-89f5-5092dc6ccc31","NZ ROT"
"c12acf9a-ab93-3304-b216-8ca207b78ec1","NZ ROT"
"51daa73f-ccc2-3a43-8a95-0bc4838c3b6e","NZ ROT"
"29341cb7-6c43-38ae-8023-21dbc8092109","NZ ROT"
"5e4651c3-72db-3b0a-85a8-f605df88430d","DE HAM"
"65ae9d09-4238-3f81-b29c-afbae4662d04","DE HAM"
"fe475efe-97f4-3d8e-9181-54735457faa4","DE HAM"
"4b7d5473-a3c2-3870-9eaf-48e55d0d2c13","DE HAM"
"194966a3-ad33-39dd-8000-8925aa65e059","DE HAM"
"14207360-7742-36da-963d-ae45cbdfec14","DE HAM"
"2478ca10-c78c-3922-af4d-7334d0924fdf","DE HAM"
"7b6726c5-5764-35a4-ac04-8d4c060b5dbb","DE HAM"
"9cd5c7e8-81ab-3ecc-ac39-f87130d212fd","DE HAM"
"7e8eacd4-dcd8-3a3c-ac3e-9fb7a5d9c53f","DE HAM"
"57d7e589-5923-317c-b21d-4c7361ee7f4c","DE HAM"
"c3048723-1981-38b4-b217-c76eae782d5c","DE HAM"
"523eb571-a0c0-319f-bf94-4c964e107b7d","DE HAM"
"14a9fee9-5309-3ec2-ac10-4e7a2b450d09","DE HAM"
"76e3706f-ffa4-3b44-b947-3e8ece7976eb","DE HAM"
"abbf9ce8-adaa-3cee-af0c-0ef686c83feb","DE HAM"
"bddf9414-8f52-3e87-b06c-eb5cfc676f5b","DE HAM"
"15f65b85-63a2-33ba-aadf-da31115018d8","DE HAM"
"486a147e-7aa5-31d0-802d-81374b4b5236","DE HAM"
"127450fa-142a-39ce-b1f9-e20227daf098","DE HAM"
"e781f34b-9ad1-3545-8bb0-84686bbce4f2","DE HAM"
"f4ed3c73-4d34-31df-9e12-daf837eca685","DE HAM"
"03016d9d-8c95-340a-acdf-053f586b1fd0","DE HAM"
"d3927beb-a851-3ac0-824c-15cc1726fdec","DE HAM"
"9fffb7d1-1e83-3696-bbaf-39203518fe8e","DE HAM"
"94763bcf-80fe-35e4-b955-cfd3bd722d6c","DE HAM"
"08433c93-b8d4-3f6a-9a6d-c1c0cd58f823","DE HAM"
"e8e96215-17e9-3b3c-9aa7-68084931addd","DE HAM"
"6ea94ba6-85e0-3720-9fd6-518b7e339088","DE HAM"
"df95effd-890a-3a2c-b436-2f7c233dcf72","DE HAM"
"05e665eb-2e9e-3ddb-953b-ecb08ca4556a","DE HAM"
"00842866-f5bd-36ca-80fb-0842b759a151","DE HAM"
"fa6ac97f-d369-3d28-b8eb-a38a19e7c0ff","DE HAM"
"22e49917-b193-3ea1-b530-cf65ffdb482c","DE HAM"
"6c1f8ff8-5a37-38d1-9674-59acfb6f8b1f","DE HAM"
"109b18d9-89cc-3d65-8fa7-cab398e67b3b","AR REL"
"3d6df132-59a4-3a1e-bd89-103ead361847","AR REL"
"593aa957-526d-31cc-af53-fdb18a12c2cd","AR REL"
"7c585727-6580-3923-ba32-13426c68e703","AR REL"
"986f1aa6-4d32-318d-9aeb-3d3aed112f82","AR REL"
"b2e1cddf-74fd-31f1-858b-d7ef65cd7a0f","AR REL"
"51762fa2-6cba-305d-aa57-699493041272","AR REL"
"ab827eb3-54bc-3bf7-96f8-afe4ec33710f","AR REL"
"958d0ca9-1ac9-3906-87d8-f119bd6ebba0","AR REL"
"58b59019-d4dd-39a5-96a0-b99546853689","AR REL"
"569fc45d-e7ac-3d54-8106-889ddb0fe0dc","AR REL"
"e12e6470-c658-3931-821f-60dec867561d","AR REL"
"2973b419-d67e-3e29-abbe-ff0ebfce9eb5","AR REL"
"d94d2b32-a240-3559-8ca7-fcc3c073bb2d","AR REL"
"85f0bb08-3e01-344f-a138-c22e49d9eeaa","AR REL"
"875bcc7f-51e8-3915-8408-d3c1250e67e5","AR REL"
"48a95a61-447b-301c-85cf-d1f169bec3c3","AR REL"
"9d3cb8d3-31d5-33c6-82b8-894f9334d4ca","AR REL"
"5e9a11ff-3eed-3b40-a1bb-7d9093a1f03a","AR REL"
"b34257e0-32a6-3284-8770-45105031cf81","AR REL"
"83dbfb85-f120-320a-bc4e-1d1820d82691","AR REL"
"073ea2a3-d5a6-3a93-af87-1d74ce42aff1","AR REL"
"282e79c6-0b98-3e0a-beb7-6f9ce3972c72","AR REL"
"748b7d1e-abe3-3b95-a854-fed1caedc944","AR REL"
"b7bc6288-877b-35bb-b14c-938c837bf8ee","AR REL"
"c87d38e4-bc85-3793-bac2-bac1aa8dfa11","AR REL"
"f8bfb2f0-5c53-34da-9a53-c9166514ad7c","AR REL"
"6e1f18fd-268a-31dd-b6ac-137c59e722d4","AR REL"
"05d64951-4227-3035-9dc7-363289af5cae","AR REL"
"91596fc4-5af3-3b63-9d5e-45b787a877c7","AR REL"
"497c6636-3e79-3a3a-96ed-1b7f23ccc7fe","AR REL"
"df3324d2-fd75-3819-9967-5d6e486f2fea","AR REL"
"4320d013-11c9-32a0-8b23-fcf250d10e5b","AR REL"
"5f4605ca-5de3-3c19-a628-b025cf1c6f88","AR REL"
"a739654e-1c31-31ed-8f1e-88c482e3bf28","AR REL"
"11a35c9e-9c51-334a-ba5a-0af5d4c6d075","AR REL"
"8d3f4b5e-9eb7-3e9c-b224-26c98ca8e522","AR REL"
"9df108aa-1382-3a53-b954-7888296e255f","AR REL"
"81d7550a-1bbc-324c-836e-8086a9140d9a","AR REL"
"a4ca63bc-2748-3318-916e-7717af67f214","AR REL"
"223e7d9a-4b86-37ef-9981-799c9a2fcf4d","AR REL"
"32fabdec-844f-3e0d-a6ac-de043f6a11f5","AR REL"
"e90d210b-14ab-366d-af51-d97fa2b02b6c","AR REL"
"6a201a40-caf4-3e3d-a51a-0432c8aff7a2","AR REL"
"77d58a7d-5f5d-37dc-890b-e33fc75746d5","AR REL"
"d4bc456c-edbc-3e31-ac3d-42c76f1cd22e","AR REL"
"141f9d1c-b040-3fa9-a31e-22f9b5a2cd6e","AR REL"
