"locode","comuna_name","comuna","attribute_type","attribute_value","attribute_units","attribute_category"
CL GAL,Galvarino,9106,public_transport_share,27.27,percent,low
CL GAL,Galvarino,9106,poverty_rate,31.96,percent,very high
CL GAL,Galvarino,9106,renter_share,9.09,percent,very low
CL GAL,Galvarino,9106,transport_logistics_employment,0.0,percent,very low
CL GAL,Galvarino,9106,home_ownership,63.64,percent,low
CL GAL,Galvarino,9106,electricity_access,100.0,percent,very low
CL GAL,Galvarino,9106,median_household_income,896521.0,CLP,very low
CL GAL,Galvarino,9106,industry_construction_employment,0.0,percent,very low
CL GAL,Galvarino,9106,unemployment_rate,10.36,percent,very high
CL GLG,General Lagos,15202,unemployment_rate,9.44,percent,high
CL GLG,General Lagos,15202,median_household_income,1150000.0,CLP,high
CL GLG,General Lagos,15202,poverty_rate,25.28,percent,high
CL GLG,General Lagos,15202,public_transport_share,24.92,percent,low
CL GOR,Gorbea,9107,electricity_access,100.0,percent,very low
CL GOR,Gorbea,9107,industry_construction_employment,25.0,percent,high
CL GOR,Gorbea,9107,home_ownership,66.67,percent,medium
CL GOR,Gorbea,9107,public_transport_share,27.27,percent,low
CL GOR,Gorbea,9107,unemployment_rate,10.36,percent,very high
CL GOR,Gorbea,9107,renter_share,33.33,percent,high
CL GOR,Gorbea,9107,transport_logistics_employment,0.0,percent,very low
CL GOR,Gorbea,9107,median_household_income,896521.0,CLP,very low
CL GOR,Gorbea,9107,poverty_rate,31.96,percent,very high
CL GRA,Graneros,6106,median_household_income,1100000.0,CLP,medium
CL GRA,Graneros,6106,poverty_rate,21.05,percent,low
CL GRA,Graneros,6106,unemployment_rate,9.07,percent,medium
CL GRA,Graneros,6106,industry_construction_employment,25.0,percent,high
CL GRA,Graneros,6106,home_ownership,76.47,percent,high
CL GRA,Graneros,6106,public_transport_share,20.36,percent,very low
CL GRA,Graneros,6106,renter_share,5.88,percent,very low
CL GRA,Graneros,6106,electricity_access,100.0,percent,very low
CL GRA,Graneros,6106,transport_logistics_employment,8.33,percent,low
CL HIJ,Hijuelas,5503,poverty_rate,20.94,percent,low
CL HIJ,Hijuelas,5503,transport_logistics_employment,0.0,percent,very low
CL HIJ,Hijuelas,5503,public_transport_share,39.54,percent,high
CL HIJ,Hijuelas,5503,home_ownership,87.5,percent,very high
CL HIJ,Hijuelas,5503,electricity_access,100.0,percent,very low
CL HIJ,Hijuelas,5503,median_household_income,1108241.0,CLP,medium
CL HIJ,Hijuelas,5503,industry_construction_employment,42.86,percent,very high
CL HIJ,Hijuelas,5503,unemployment_rate,9.8,percent,high
CL HIJ,Hijuelas,5503,renter_share,0.0,percent,very low
CL HLE,Hualañé,7302,unemployment_rate,8.44,percent,low
CL HLE,Hualañé,7302,poverty_rate,26.12,percent,high
CL HLE,Hualañé,7302,renter_share,0.0,percent,very low
CL HLE,Hualañé,7302,home_ownership,100.0,percent,very high
CL HLE,Hualañé,7302,transport_logistics_employment,12.5,percent,medium
CL HLE,Hualañé,7302,public_transport_share,20.39,percent,very low
CL HLE,Hualañé,7302,industry_construction_employment,0.0,percent,very low
CL HLE,Hualañé,7302,electricity_access,100.0,percent,very low
CL HLE,Hualañé,7302,median_household_income,925271.0,CLP,very low
CL HPN,Hualpén,8112,industry_construction_employment,31.58,percent,high
CL HPN,Hualpén,8112,home_ownership,68.63,percent,medium
CL HPN,Hualpén,8112,public_transport_share,35.51,percent,high
CL HPN,Hualpén,8112,unemployment_rate,9.49,percent,high
CL HPN,Hualpén,8112,poverty_rate,22.01,percent,medium
CL HPN,Hualpén,8112,electricity_access,100.0,percent,very low
CL HPN,Hualpén,8112,median_household_income,1042738.0,CLP,low
CL HPN,Hualpén,8112,renter_share,17.65,percent,low
CL HPN,Hualpén,8112,transport_logistics_employment,5.26,percent,very low
CL HQI,Hualqui,8105,public_transport_share,35.51,percent,high
CL HQI,Hualqui,8105,electricity_access,100.0,percent,very low
CL HQI,Hualqui,8105,industry_construction_employment,38.46,percent,very high
CL HQI,Hualqui,8105,unemployment_rate,9.49,percent,high
CL HQI,Hualqui,8105,transport_logistics_employment,0.0,percent,very low
CL HQI,Hualqui,8105,median_household_income,1042738.0,CLP,low
CL HQI,Hualqui,8105,poverty_rate,22.01,percent,medium
CL HQI,Hualqui,8105,renter_share,26.67,percent,medium
CL HQI,Hualqui,8105,home_ownership,66.67,percent,medium
CL HUA,Huara,1404,median_household_income,1200000.0,CLP,high
CL HUA,Huara,1404,public_transport_share,31.84,percent,medium
CL HUA,Huara,1404,electricity_access,100.0,percent,very low
CL HUA,Huara,1404,unemployment_rate,9.44,percent,high
CL HUA,Huara,1404,industry_construction_employment,50.0,percent,very high
CL HUA,Huara,1404,home_ownership,66.67,percent,medium
CL HUA,Huara,1404,transport_logistics_employment,0.0,percent,very low
CL HUA,Huara,1404,poverty_rate,26.77,percent,very high
CL HUA,Huara,1404,renter_share,33.33,percent,high
CL HUE,Huechuraba,13107,public_transport_share,49.86,percent,very high
CL HUE,Huechuraba,13107,unemployment_rate,8.18,percent,very low
CL HUE,Huechuraba,13107,poverty_rate,16.51,percent,very low
CL HUE,Huechuraba,13107,home_ownership,56.67,percent,low
CL HUE,Huechuraba,13107,industry_construction_employment,28.33,percent,high
CL HUE,Huechuraba,13107,transport_logistics_employment,5.0,percent,very low
CL HUE,Huechuraba,13107,renter_share,25.0,percent,medium
CL HUE,Huechuraba,13107,median_household_income,1414513.0,CLP,very high
CL HUE,Huechuraba,13107,electricity_access,100.0,percent,very low
CL IDM,Isla de Maipo,13603,electricity_access,100.0,percent,very low
CL IDM,Isla de Maipo,13603,home_ownership,62.5,percent,low
CL IDM,Isla de Maipo,13603,public_transport_share,49.86,percent,very high
CL IDM,Isla de Maipo,13603,transport_logistics_employment,15.38,percent,medium
CL IDM,Isla de Maipo,13603,median_household_income,1414513.0,CLP,very high
CL IDM,Isla de Maipo,13603,renter_share,12.5,percent,low
CL IDM,Isla de Maipo,13603,industry_construction_employment,15.38,percent,low
CL IDM,Isla de Maipo,13603,poverty_rate,16.51,percent,very low
CL IDM,Isla de Maipo,13603,unemployment_rate,8.18,percent,very low
CL ILL,Illapel,4201,unemployment_rate,9.08,percent,medium
CL ILL,Illapel,4201,median_household_income,1068233.0,CLP,medium
CL ILL,Illapel,4201,poverty_rate,24.26,percent,high
CL ILL,Illapel,4201,public_transport_share,28.79,percent,medium
CL ILL,Illapel,4201,industry_construction_employment,60.0,percent,very high
CL ILL,Illapel,4201,home_ownership,78.57,percent,high
CL ILL,Illapel,4201,renter_share,7.14,percent,very low
CL ILL,Illapel,4201,electricity_access,100.0,percent,very low
CL ILL,Illapel,4201,transport_logistics_employment,10.0,percent,low
CL IND,Independencia,13108,poverty_rate,16.51,percent,very low
CL IND,Independencia,13108,home_ownership,27.5,percent,very low
CL IND,Independencia,13108,renter_share,58.75,percent,high
CL IND,Independencia,13108,unemployment_rate,8.18,percent,very low
CL IND,Independencia,13108,industry_construction_employment,20.0,percent,medium
CL IND,Independencia,13108,electricity_access,100.0,percent,very low
CL IND,Independencia,13108,median_household_income,1414513.0,CLP,very high
CL IND,Independencia,13108,transport_logistics_employment,8.89,percent,low
CL IND,Independencia,13108,public_transport_share,49.86,percent,very high
CL IPC,Isla de Pascua,5201,median_household_income,1108241.0,CLP,medium
CL IPC,Isla de Pascua,5201,electricity_access,100.0,percent,very low
CL IPC,Isla de Pascua,5201,transport_logistics_employment,0.0,percent,very low
CL IPC,Isla de Pascua,5201,industry_construction_employment,20.0,percent,medium
CL IPC,Isla de Pascua,5201,unemployment_rate,9.8,percent,high
CL IPC,Isla de Pascua,5201,renter_share,37.5,percent,high
CL IPC,Isla de Pascua,5201,home_ownership,50.0,percent,very low
CL IPC,Isla de Pascua,5201,poverty_rate,20.94,percent,low
CL IPC,Isla de Pascua,5201,public_transport_share,39.54,percent,high
CL IQQ,Iquique,1101,unemployment_rate,9.44,percent,high
CL IQQ,Iquique,1101,renter_share,43.48,percent,high
CL IQQ,Iquique,1101,transport_logistics_employment,7.35,percent,low
CL IQQ,Iquique,1101,electricity_access,100.0,percent,very low
CL IQQ,Iquique,1101,industry_construction_employment,22.79,percent,high
CL IQQ,Iquique,1101,median_household_income,1200000.0,CLP,high
CL IQQ,Iquique,1101,public_transport_share,31.84,percent,medium
CL IQQ,Iquique,1101,poverty_rate,26.77,percent,very high
CL IQQ,Iquique,1101,home_ownership,40.0,percent,very low
CL KNA,Viña del Mar,5109,transport_logistics_employment,6.25,percent,very low
CL KNA,Viña del Mar,5109,poverty_rate,20.94,percent,low
CL KNA,Viña del Mar,5109,renter_share,31.53,percent,high
CL KNA,Viña del Mar,5109,industry_construction_employment,16.35,percent,medium
CL KNA,Viña del Mar,5109,public_transport_share,39.54,percent,high
CL KNA,Viña del Mar,5109,unemployment_rate,9.8,percent,high
CL KNA,Viña del Mar,5109,median_household_income,1108241.0,CLP,medium
CL KNA,Viña del Mar,5109,home_ownership,54.19,percent,low
CL KNA,Viña del Mar,5109,electricity_access,98.67,percent,very low
CL LAJ,Laja,8304,home_ownership,80.0,percent,high
CL LAJ,Laja,8304,transport_logistics_employment,11.11,percent,low
CL LAJ,Laja,8304,public_transport_share,35.51,percent,high
CL LAJ,Laja,8304,unemployment_rate,9.49,percent,high
CL LAJ,Laja,8304,electricity_access,100.0,percent,very low
CL LAJ,Laja,8304,industry_construction_employment,11.11,percent,low
CL LAJ,Laja,8304,renter_share,10.0,percent,very low
CL LAJ,Laja,8304,poverty_rate,22.01,percent,medium
CL LAJ,Laja,8304,median_household_income,1042738.0,CLP,low
CL LAL,Los Álamos,8206,home_ownership,85.0,percent,very high
CL LAL,Los Álamos,8206,industry_construction_employment,21.43,percent,medium
CL LAL,Los Álamos,8206,unemployment_rate,9.49,percent,high
CL LAL,Los Álamos,8206,transport_logistics_employment,14.29,percent,medium
CL LAL,Los Álamos,8206,public_transport_share,35.51,percent,high
CL LAL,Los Álamos,8206,median_household_income,1042738.0,CLP,low
CL LAL,Los Álamos,8206,electricity_access,100.0,percent,very low
CL LAL,Los Álamos,8206,renter_share,15.0,percent,low
CL LAL,Los Álamos,8206,poverty_rate,22.01,percent,medium
CL LAM,Lampa,13302,poverty_rate,16.51,percent,very low
CL LAM,Lampa,13302,electricity_access,100.0,percent,very low
CL LAM,Lampa,13302,transport_logistics_employment,9.57,percent,low
CL LAM,Lampa,13302,public_transport_share,49.86,percent,very high
CL LAM,Lampa,13302,industry_construction_employment,22.34,percent,high
CL LAM,Lampa,13302,home_ownership,67.57,percent,medium
CL LAM,Lampa,13302,unemployment_rate,8.18,percent,very low
CL LAM,Lampa,13302,renter_share,20.27,percent,medium
CL LAM,Lampa,13302,median_household_income,1414513.0,CLP,very high
CL LAN,Lanco,14103,electricity_access,100.0,percent,very low
CL LAN,Lanco,14103,public_transport_share,24.17,percent,low
CL LAN,Lanco,14103,renter_share,42.86,percent,high
CL LAN,Lanco,14103,industry_construction_employment,0.0,percent,very low
CL LAN,Lanco,14103,home_ownership,42.86,percent,very low
CL LAN,Lanco,14103,transport_logistics_employment,0.0,percent,very low
CL LAN,Lanco,14103,median_household_income,1049778.0,CLP,low
CL LAN,Lanco,14103,poverty_rate,20.8,percent,low
CL LAN,Lanco,14103,unemployment_rate,7.95,percent,very low
CL LAU,Lautaro,9108,public_transport_share,27.27,percent,low
CL LAU,Lautaro,9108,transport_logistics_employment,6.25,percent,very low
CL LAU,Lautaro,9108,unemployment_rate,10.36,percent,very high
CL LAU,Lautaro,9108,renter_share,29.41,percent,high
CL LAU,Lautaro,9108,poverty_rate,31.96,percent,very high
CL LAU,Lautaro,9108,electricity_access,100.0,percent,very low
CL LAU,Lautaro,9108,industry_construction_employment,12.5,percent,low
CL LAU,Lautaro,9108,median_household_income,896521.0,CLP,very low
CL LAU,Lautaro,9108,home_ownership,58.82,percent,low
CL LBA,Lo Barnechea,13115,transport_logistics_employment,6.78,percent,low
CL LBA,Lo Barnechea,13115,industry_construction_employment,8.47,percent,low
CL LBA,Lo Barnechea,13115,poverty_rate,16.51,percent,very low
CL LBA,Lo Barnechea,13115,median_household_income,1414513.0,CLP,very high
CL LBA,Lo Barnechea,13115,unemployment_rate,8.18,percent,very low
CL LBA,Lo Barnechea,13115,home_ownership,80.0,percent,high
CL LBA,Lo Barnechea,13115,renter_share,17.78,percent,low
CL LBA,Lo Barnechea,13115,public_transport_share,49.86,percent,very high
CL LBA,Lo Barnechea,13115,electricity_access,100.0,percent,very low
CL LCB,Las Cabras,6107,public_transport_share,20.36,percent,very low
CL LCB,Las Cabras,6107,poverty_rate,21.05,percent,low
CL LCB,Las Cabras,6107,home_ownership,63.16,percent,low
CL LCB,Las Cabras,6107,industry_construction_employment,9.09,percent,low
CL LCB,Las Cabras,6107,median_household_income,1100000.0,CLP,medium
CL LCB,Las Cabras,6107,electricity_access,100.0,percent,very low
CL LCB,Las Cabras,6107,unemployment_rate,9.07,percent,medium
CL LCB,Las Cabras,6107,renter_share,15.79,percent,low
CL LCB,Las Cabras,6107,transport_logistics_employment,0.0,percent,very low
CL LCI,La Cisterna,13109,poverty_rate,16.51,percent,very low
CL LCI,La Cisterna,13109,electricity_access,100.0,percent,very low
CL LCI,La Cisterna,13109,unemployment_rate,8.18,percent,very low
CL LCI,La Cisterna,13109,median_household_income,1414513.0,CLP,very high
CL LCI,La Cisterna,13109,home_ownership,41.07,percent,very low
CL LCI,La Cisterna,13109,transport_logistics_employment,8.11,percent,low
CL LCI,La Cisterna,13109,renter_share,44.64,percent,high
CL LCI,La Cisterna,13109,industry_construction_employment,18.92,percent,medium
CL LCI,La Cisterna,13109,public_transport_share,49.86,percent,very high
CL LCL,Calera,5502,median_household_income,1108241.0,CLP,medium
CL LCL,Calera,5502,unemployment_rate,9.8,percent,high
CL LCL,Calera,5502,public_transport_share,39.54,percent,high
CL LCL,Calera,5502,renter_share,14.29,percent,low
CL LCL,Calera,5502,home_ownership,57.14,percent,low
CL LCL,Calera,5502,poverty_rate,20.94,percent,low
CL LCL,Calera,5502,transport_logistics_employment,8.0,percent,low
CL LCL,Calera,5502,industry_construction_employment,28.0,percent,high
CL LCL,Calera,5502,electricity_access,94.12,percent,very low
CL LCZ,La Cruz,5504,home_ownership,77.78,percent,high
CL LCZ,La Cruz,5504,median_household_income,1108241.0,CLP,medium
CL LCZ,La Cruz,5504,public_transport_share,39.54,percent,high
CL LCZ,La Cruz,5504,unemployment_rate,9.8,percent,high
CL LCZ,La Cruz,5504,renter_share,11.11,percent,very low
CL LCZ,La Cruz,5504,industry_construction_employment,22.22,percent,medium
CL LCZ,La Cruz,5504,transport_logistics_employment,0.0,percent,very low
CL LCZ,La Cruz,5504,poverty_rate,20.94,percent,low
CL LCZ,La Cruz,5504,electricity_access,100.0,percent,very low
CL LEB,Lebu,8201,poverty_rate,22.01,percent,medium
CL LEB,Lebu,8201,public_transport_share,35.51,percent,high
CL LEB,Lebu,8201,unemployment_rate,9.49,percent,high
CL LEB,Lebu,8201,transport_logistics_employment,0.0,percent,very low
CL LEB,Lebu,8201,renter_share,14.29,percent,low
CL LEB,Lebu,8201,home_ownership,78.57,percent,high
CL LEB,Lebu,8201,electricity_access,100.0,percent,very low
CL LEB,Lebu,8201,industry_construction_employment,16.67,percent,medium
CL LEB,Lebu,8201,median_household_income,1042738.0,CLP,low
CL LEJ,Lo Espejo,13116,unemployment_rate,8.18,percent,very low
CL LEJ,Lo Espejo,13116,public_transport_share,49.86,percent,very high
CL LEJ,Lo Espejo,13116,industry_construction_employment,19.51,percent,medium
CL LEJ,Lo Espejo,13116,home_ownership,50.0,percent,very low
CL LEJ,Lo Espejo,13116,electricity_access,100.0,percent,very low
CL LEJ,Lo Espejo,13116,transport_logistics_employment,4.88,percent,very low
CL LEJ,Lo Espejo,13116,median_household_income,1414513.0,CLP,very high
CL LEJ,Lo Espejo,13116,renter_share,16.67,percent,low
CL LEJ,Lo Espejo,13116,poverty_rate,16.51,percent,very low
CL LES,La Estrella,6202,home_ownership,100.0,percent,very high
CL LES,La Estrella,6202,median_household_income,1100000.0,CLP,medium
CL LES,La Estrella,6202,poverty_rate,21.05,percent,low
CL LES,La Estrella,6202,public_transport_share,20.36,percent,very low
CL LES,La Estrella,6202,unemployment_rate,9.07,percent,medium
CL LES,La Estrella,6202,renter_share,0.0,percent,very low
CL LFL,La Florida,13110,electricity_access,100.0,percent,very low
CL LFL,La Florida,13110,public_transport_share,49.86,percent,very high
CL LFL,La Florida,13110,poverty_rate,16.51,percent,very low
CL LFL,La Florida,13110,median_household_income,1414513.0,CLP,very high
CL LFL,La Florida,13110,transport_logistics_employment,5.14,percent,very low
CL LFL,La Florida,13110,home_ownership,65.18,percent,medium
CL LFL,La Florida,13110,industry_construction_employment,16.1,percent,low
CL LFL,La Florida,13110,unemployment_rate,8.18,percent,very low
CL LFL,La Florida,13110,renter_share,24.7,percent,medium
CL LIA,Llanquihue,10107,home_ownership,62.5,percent,low
CL LIA,Llanquihue,10107,unemployment_rate,6.88,percent,very low
CL LIA,Llanquihue,10107,public_transport_share,28.43,percent,medium
CL LIA,Llanquihue,10107,median_household_income,1055000.0,CLP,low
CL LIA,Llanquihue,10107,electricity_access,100.0,percent,very low
CL LIA,Llanquihue,10107,transport_logistics_employment,8.33,percent,low
CL LIA,Llanquihue,10107,renter_share,25.0,percent,medium
CL LIA,Llanquihue,10107,poverty_rate,21.43,percent,medium
CL LIA,Llanquihue,10107,industry_construction_employment,25.0,percent,high
CL LIB,Los Andes,5301,public_transport_share,39.54,percent,high
CL LIB,Los Andes,5301,transport_logistics_employment,6.25,percent,very low
CL LIB,Los Andes,5301,unemployment_rate,9.8,percent,high
CL LIB,Los Andes,5301,poverty_rate,20.94,percent,low
CL LIB,Los Andes,5301,electricity_access,100.0,percent,very low
CL LIB,Los Andes,5301,industry_construction_employment,15.63,percent,low
CL LIB,Los Andes,5301,home_ownership,70.0,percent,medium
CL LIB,Los Andes,5301,median_household_income,1108241.0,CLP,medium
CL LIB,Los Andes,5301,renter_share,23.33,percent,medium
CL LIC,Licantén,7303,home_ownership,100.0,percent,very high
CL LIC,Licantén,7303,unemployment_rate,8.44,percent,low
CL LIC,Licantén,7303,public_transport_share,20.39,percent,very low
CL LIC,Licantén,7303,median_household_income,925271.0,CLP,very low
CL LIC,Licantén,7303,poverty_rate,26.12,percent,high
CL LIC,Licantén,7303,industry_construction_employment,0.0,percent,very low
CL LIC,Licantén,7303,electricity_access,100.0,percent,very low
CL LIC,Licantén,7303,renter_share,0.0,percent,very low
CL LIC,Licantén,7303,transport_logistics_employment,0.0,percent,very low
CL LIG,La Ligua,5401,renter_share,20.0,percent,low
CL LIG,La Ligua,5401,poverty_rate,20.94,percent,low
CL LIG,La Ligua,5401,home_ownership,56.0,percent,low
CL LIG,La Ligua,5401,public_transport_share,39.54,percent,high
CL LIG,La Ligua,5401,electricity_access,100.0,percent,very low
CL LIG,La Ligua,5401,transport_logistics_employment,6.45,percent,very low
CL LIG,La Ligua,5401,median_household_income,1108241.0,CLP,medium
CL LIG,La Ligua,5401,unemployment_rate,9.8,percent,high
CL LIG,La Ligua,5401,industry_construction_employment,19.35,percent,medium
CL LIM,Limache,5802,transport_logistics_employment,9.68,percent,low
CL LIM,Limache,5802,electricity_access,100.0,percent,very low
CL LIM,Limache,5802,unemployment_rate,9.8,percent,high
CL LIM,Limache,5802,industry_construction_employment,16.13,percent,low
CL LIM,Limache,5802,poverty_rate,20.94,percent,low
CL LIM,Limache,5802,renter_share,28.57,percent,medium
CL LIM,Limache,5802,public_transport_share,39.54,percent,high
CL LIM,Limache,5802,median_household_income,1108241.0,CLP,medium
CL LIM,Limache,5802,home_ownership,64.29,percent,low
CL LIN,Linares,7401,unemployment_rate,8.44,percent,low
CL LIN,Linares,7401,public_transport_share,20.39,percent,very low
CL LIN,Linares,7401,industry_construction_employment,6.06,percent,low
CL LIN,Linares,7401,poverty_rate,26.12,percent,high
CL LIN,Linares,7401,renter_share,21.21,percent,medium
CL LIN,Linares,7401,home_ownership,60.61,percent,low
CL LIN,Linares,7401,median_household_income,925271.0,CLP,very low
CL LIN,Linares,7401,transport_logistics_employment,6.06,percent,very low
CL LIN,Linares,7401,electricity_access,100.0,percent,very low
CL LLA,Llaillay,5703,median_household_income,1108241.0,CLP,medium
CL LLA,Llaillay,5703,unemployment_rate,9.8,percent,high
CL LLA,Llaillay,5703,transport_logistics_employment,0.0,percent,very low
CL LLA,Llaillay,5703,home_ownership,80.0,percent,high
CL LLA,Llaillay,5703,public_transport_share,39.54,percent,high
CL LLA,Llaillay,5703,poverty_rate,20.94,percent,low
CL LLA,Llaillay,5703,industry_construction_employment,27.27,percent,high
CL LLA,Llaillay,5703,renter_share,0.0,percent,very low
CL LLA,Llaillay,5703,electricity_access,100.0,percent,very low
CL LLG,Los Lagos,14104,home_ownership,55.56,percent,low
CL LLG,Los Lagos,14104,poverty_rate,20.8,percent,low
CL LLG,Los Lagos,14104,industry_construction_employment,30.0,percent,high
CL LLG,Los Lagos,14104,transport_logistics_employment,0.0,percent,very low
CL LLG,Los Lagos,14104,renter_share,11.11,percent,very low
CL LLG,Los Lagos,14104,unemployment_rate,7.95,percent,very low
CL LLG,Los Lagos,14104,median_household_income,1049778.0,CLP,low
CL LLG,Los Lagos,14104,public_transport_share,24.17,percent,low
CL LLG,Los Lagos,14104,electricity_access,100.0,percent,very low
CL LMU,Los Muermos,10106,electricity_access,100.0,percent,very low
CL LMU,Los Muermos,10106,poverty_rate,21.43,percent,medium
CL LMU,Los Muermos,10106,home_ownership,50.0,percent,very low
CL LMU,Los Muermos,10106,median_household_income,1055000.0,CLP,low
CL LMU,Los Muermos,10106,industry_construction_employment,20.0,percent,medium
CL LMU,Los Muermos,10106,transport_logistics_employment,0.0,percent,very low
CL LMU,Los Muermos,10106,public_transport_share,28.43,percent,medium
CL LMU,Los Muermos,10106,renter_share,37.5,percent,high
CL LMU,Los Muermos,10106,unemployment_rate,6.88,percent,very low
CL LNC,Loncoche,9109,poverty_rate,31.96,percent,very high
CL LNC,Loncoche,9109,unemployment_rate,10.36,percent,very high
CL LNC,Loncoche,9109,industry_construction_employment,15.38,percent,low
CL LNC,Loncoche,9109,home_ownership,71.43,percent,medium
CL LNC,Loncoche,9109,transport_logistics_employment,15.38,percent,medium
CL LNC,Loncoche,9109,median_household_income,896521.0,CLP,very low
CL LNC,Loncoche,9109,public_transport_share,27.27,percent,low
CL LNC,Loncoche,9109,renter_share,0.0,percent,very low
CL LNC,Loncoche,9109,electricity_access,100.0,percent,very low
CL LOL,Lolol,6304,median_household_income,1100000.0,CLP,medium
CL LOL,Lolol,6304,renter_share,0.0,percent,very low
CL LOL,Lolol,6304,home_ownership,60.0,percent,low
CL LOL,Lolol,6304,industry_construction_employment,33.33,percent,very high
CL LOL,Lolol,6304,transport_logistics_employment,0.0,percent,very low
CL LOL,Lolol,6304,poverty_rate,21.05,percent,low
CL LOL,Lolol,6304,electricity_access,100.0,percent,very low
CL LOL,Lolol,6304,unemployment_rate,9.07,percent,medium
CL LOL,Lolol,6304,public_transport_share,20.36,percent,very low
CL LON,Longaví,7403,poverty_rate,26.12,percent,high
CL LON,Longaví,7403,unemployment_rate,8.44,percent,low
CL LON,Longaví,7403,industry_construction_employment,9.09,percent,low
CL LON,Longaví,7403,electricity_access,100.0,percent,very low
CL LON,Longaví,7403,public_transport_share,20.39,percent,very low
CL LON,Longaví,7403,home_ownership,83.33,percent,high
CL LON,Longaví,7403,transport_logistics_employment,9.09,percent,low
CL LON,Longaví,7403,median_household_income,925271.0,CLP,very low
CL LON,Longaví,7403,renter_share,8.33,percent,very low
CL LOS,Los Vilos,4203,poverty_rate,24.26,percent,high
CL LOS,Los Vilos,4203,home_ownership,66.67,percent,medium
CL LOS,Los Vilos,4203,median_household_income,1068233.0,CLP,medium
CL LOS,Los Vilos,4203,renter_share,29.17,percent,high
CL LOS,Los Vilos,4203,unemployment_rate,9.08,percent,medium
CL LOS,Los Vilos,4203,electricity_access,100.0,percent,very low
CL LOS,Los Vilos,4203,industry_construction_employment,31.58,percent,high
CL LOS,Los Vilos,4203,transport_logistics_employment,10.53,percent,low
CL LOS,Los Vilos,4203,public_transport_share,28.79,percent,medium
CL LPR,Lo Prado,13117,industry_construction_employment,17.46,percent,medium
CL LPR,Lo Prado,13117,unemployment_rate,8.18,percent,very low
CL LPR,Lo Prado,13117,public_transport_share,49.86,percent,very high
CL LPR,Lo Prado,13117,home_ownership,42.86,percent,very low
CL LPR,Lo Prado,13117,transport_logistics_employment,12.7,percent,medium
CL LPR,Lo Prado,13117,median_household_income,1414513.0,CLP,very high
CL LPR,Lo Prado,13117,renter_share,37.5,percent,high
CL LPR,Lo Prado,13117,poverty_rate,16.51,percent,very low
CL LPR,Lo Prado,13117,electricity_access,100.0,percent,very low
CL LQY,Lonquimay,9205,industry_construction_employment,25.0,percent,high
CL LQY,Lonquimay,9205,poverty_rate,31.96,percent,very high
CL LQY,Lonquimay,9205,electricity_access,100.0,percent,very low
CL LQY,Lonquimay,9205,transport_logistics_employment,0.0,percent,very low
CL LQY,Lonquimay,9205,renter_share,14.29,percent,low
CL LQY,Lonquimay,9205,unemployment_rate,10.36,percent,very high
CL LQY,Lonquimay,9205,median_household_income,896521.0,CLP,very low
CL LQY,Lonquimay,9205,public_transport_share,27.27,percent,low
CL LQY,Lonquimay,9205,home_ownership,71.43,percent,medium
CL LSA,Los Sauces,9206,public_transport_share,27.27,percent,low
CL LSA,Los Sauces,9206,median_household_income,896521.0,CLP,very low
CL LSA,Los Sauces,9206,unemployment_rate,10.36,percent,very high
CL LSA,Los Sauces,9206,transport_logistics_employment,0.0,percent,very low
CL LSA,Los Sauces,9206,industry_construction_employment,50.0,percent,very high
CL LSA,Los Sauces,9206,electricity_access,100.0,percent,very low
CL LSA,Los Sauces,9206,home_ownership,25.0,percent,very low
CL LSA,Los Sauces,9206,poverty_rate,31.96,percent,very high
CL LSA,Los Sauces,9206,renter_share,50.0,percent,high
CL LSC,La Serena,4101,renter_share,24.16,percent,medium
CL LSC,La Serena,4101,unemployment_rate,9.08,percent,medium
CL LSC,La Serena,4101,industry_construction_employment,30.27,percent,high
CL LSC,La Serena,4101,public_transport_share,28.79,percent,medium
CL LSC,La Serena,4101,transport_logistics_employment,7.57,percent,low
CL LSC,La Serena,4101,home_ownership,69.13,percent,medium
CL LSC,La Serena,4101,poverty_rate,24.26,percent,high
CL LSC,La Serena,4101,electricity_access,100.0,percent,very low
CL LSC,La Serena,4101,median_household_income,1068233.0,CLP,medium
CL LSQ,Los Ángeles,8301,public_transport_share,35.51,percent,high
CL LSQ,Los Ángeles,8301,electricity_access,98.21,percent,very low
CL LSQ,Los Ángeles,8301,home_ownership,72.0,percent,high
CL LSQ,Los Ángeles,8301,median_household_income,1042738.0,CLP,low
CL LSQ,Los Ángeles,8301,unemployment_rate,9.49,percent,high
CL LSQ,Los Ángeles,8301,industry_construction_employment,18.55,percent,medium
CL LSQ,Los Ángeles,8301,renter_share,17.6,percent,low
CL LSQ,Los Ángeles,8301,transport_logistics_employment,6.45,percent,very low
CL LSQ,Los Ángeles,8301,poverty_rate,22.01,percent,medium
CL LTA,Lota,8106,home_ownership,70.0,percent,medium
CL LTA,Lota,8106,unemployment_rate,9.49,percent,high
CL LTA,Lota,8106,poverty_rate,22.01,percent,medium
CL LTA,Lota,8106,median_household_income,1042738.0,CLP,low
CL LTA,Lota,8106,public_transport_share,35.51,percent,high
CL LTA,Lota,8106,renter_share,15.0,percent,low
CL LTA,Lota,8106,electricity_access,100.0,percent,very low
CL LTA,Lota,8106,industry_construction_employment,26.09,percent,high
CL LTA,Lota,8106,transport_logistics_employment,17.39,percent,medium
CL LUM,Lumaco,9207,renter_share,0.0,percent,very low
