"locode","comuna_name","comuna","attribute_type","attribute_value","attribute_units","attribute_category"
CL SFP,San Felipe,5701,public_transport_share,39.54,percent,high
CL SFP,San Felipe,5701,electricity_access,100.0,percent,very low
CL SFP,San Felipe,5701,industry_construction_employment,12.24,percent,low
CL SFP,San Felipe,5701,poverty_rate,20.94,percent,low
CL SFP,San Felipe,5701,home_ownership,64.29,percent,low
CL SGR,San Gregorio,12104,unemployment_rate,3.83,percent,very low
CL SGR,San Gregorio,12104,median_household_income,1423917.0,CLP,very high
CL SGR,San Gregorio,12104,poverty_rate,14.7,percent,very low
CL SGR,San Gregorio,12104,public_transport_share,20.08,percent,very low
CL SIG,Sierra Gorda,2103,public_transport_share,34.19,percent,high
CL SIG,Sierra Gorda,2103,median_household_income,1303632.0,CLP,high
CL SIG,Sierra Gorda,2103,poverty_rate,19.53,percent,low
CL SIG,Sierra Gorda,2103,unemployment_rate,9.26,percent,medium
CL SIN,San Ignacio,16108,electricity_access,100.0,percent,very low
CL SIN,San Ignacio,16108,unemployment_rate,9.68,percent,high
CL SIN,San Ignacio,16108,median_household_income,871602.5,CLP,very low
CL SIN,San Ignacio,16108,public_transport_share,24.53,percent,low
CL SIN,San Ignacio,16108,industry_construction_employment,0.0,percent,very low
CL SIN,San Ignacio,16108,renter_share,11.11,percent,very low
CL SIN,San Ignacio,16108,home_ownership,77.78,percent,high
CL SIN,San Ignacio,16108,poverty_rate,29.65,percent,very high
CL SIN,San Ignacio,16108,transport_logistics_employment,12.5,percent,medium
CL SJC,San Juan de la Costa,10306,unemployment_rate,6.88,percent,very low
CL SJC,San Juan de la Costa,10306,renter_share,0.0,percent,very low
CL SJC,San Juan de la Costa,10306,transport_logistics_employment,0.0,percent,very low
CL SJC,San Juan de la Costa,10306,median_household_income,1055000.0,CLP,low
CL SJC,San Juan de la Costa,10306,public_transport_share,28.43,percent,medium
CL SJC,San Juan de la Costa,10306,poverty_rate,21.43,percent,medium
CL SJC,San Juan de la Costa,10306,electricity_access,100.0,percent,very low
CL SJC,San Juan de la Costa,10306,industry_construction_employment,50.0,percent,very high
CL SJC,San Juan de la Costa,10306,home_ownership,100.0,percent,very high
CL SJM,San José de Maipo,13203,home_ownership,63.64,percent,low
CL SJM,San José de Maipo,13203,public_transport_share,49.86,percent,very high
CL SJM,San José de Maipo,13203,median_household_income,1414513.0,CLP,very high
CL SJM,San José de Maipo,13203,poverty_rate,16.51,percent,very low
CL SJM,San José de Maipo,13203,unemployment_rate,8.18,percent,very low
CL SJM,San José de Maipo,13203,industry_construction_employment,18.18,percent,medium
CL SJM,San José de Maipo,13203,electricity_access,100.0,percent,very low
CL SJM,San José de Maipo,13203,transport_logistics_employment,0.0,percent,very low
CL SJM,San José de Maipo,13203,renter_share,27.27,percent,medium
CL SJQ,San Joaquín,13129,electricity_access,100.0,percent,very low
CL SJQ,San Joaquín,13129,renter_share,36.54,percent,high
CL SJQ,San Joaquín,13129,public_transport_share,49.86,percent,very high
CL SJQ,San Joaquín,13129,industry_construction_employment,24.24,percent,high
CL SJQ,San Joaquín,13129,transport_logistics_employment,7.58,percent,low
CL SJQ,San Joaquín,13129,median_household_income,1414513.0,CLP,very high
CL SJQ,San Joaquín,13129,poverty_rate,16.51,percent,very low
CL SJQ,San Joaquín,13129,home_ownership,44.23,percent,very low
CL SJQ,San Joaquín,13129,unemployment_rate,8.18,percent,very low
CL SJU,Santa Juana,8109,transport_logistics_employment,20.0,percent,medium
CL SJU,Santa Juana,8109,renter_share,0.0,percent,very low
CL SJU,Santa Juana,8109,unemployment_rate,9.49,percent,high
CL SJU,Santa Juana,8109,poverty_rate,22.01,percent,medium
CL SJU,Santa Juana,8109,public_transport_share,35.51,percent,high
CL SJU,Santa Juana,8109,home_ownership,87.5,percent,very high
CL SJU,Santa Juana,8109,industry_construction_employment,0.0,percent,very low
CL SJU,Santa Juana,8109,median_household_income,1042738.0,CLP,low
CL SJU,Santa Juana,8109,electricity_access,100.0,percent,very low
CL SJV,San Javier,7406,electricity_access,100.0,percent,very low
CL SJV,San Javier,7406,industry_construction_employment,23.08,percent,high
CL SJV,San Javier,7406,median_household_income,925271.0,CLP,very low
CL SJV,San Javier,7406,poverty_rate,26.12,percent,high
CL SJV,San Javier,7406,transport_logistics_employment,7.69,percent,low
CL SJV,San Javier,7406,home_ownership,80.65,percent,high
CL SJV,San Javier,7406,renter_share,12.9,percent,low
CL SJV,San Javier,7406,unemployment_rate,8.44,percent,low
CL SJV,San Javier,7406,public_transport_share,20.39,percent,very low
CL SMA,Santa María,5706,public_transport_share,39.54,percent,high
CL SMA,Santa María,5706,home_ownership,75.0,percent,high
CL SMA,Santa María,5706,transport_logistics_employment,0.0,percent,very low
CL SMA,Santa María,5706,poverty_rate,20.94,percent,low
CL SMA,Santa María,5706,unemployment_rate,9.8,percent,high
CL SMA,Santa María,5706,industry_construction_employment,0.0,percent,very low
CL SMA,Santa María,5706,renter_share,0.0,percent,very low
CL SMA,Santa María,5706,median_household_income,1108241.0,CLP,medium
CL SMA,Santa María,5706,electricity_access,100.0,percent,very low
CL SMG,San Miguel,13130,unemployment_rate,8.18,percent,very low
CL SMG,San Miguel,13130,renter_share,47.06,percent,high
CL SMG,San Miguel,13130,industry_construction_employment,11.54,percent,low
CL SMG,San Miguel,13130,public_transport_share,49.86,percent,very high
CL SMG,San Miguel,13130,poverty_rate,16.51,percent,very low
CL SMG,San Miguel,13130,electricity_access,100.0,percent,very low
CL SMG,San Miguel,13130,transport_logistics_employment,7.69,percent,low
CL SMG,San Miguel,13130,median_household_income,1414513.0,CLP,very high
CL SMG,San Miguel,13130,home_ownership,41.18,percent,very low
CL SNI,San Nicolás,16305,unemployment_rate,9.68,percent,high
CL SNI,San Nicolás,16305,home_ownership,83.33,percent,high
CL SNI,San Nicolás,16305,median_household_income,871602.5,CLP,very low
CL SNI,San Nicolás,16305,transport_logistics_employment,0.0,percent,very low
CL SNI,San Nicolás,16305,poverty_rate,29.65,percent,very high
CL SNI,San Nicolás,16305,electricity_access,100.0,percent,very low
CL SNI,San Nicolás,16305,industry_construction_employment,20.0,percent,medium
CL SNI,San Nicolás,16305,renter_share,8.33,percent,very low
CL SNI,San Nicolás,16305,public_transport_share,24.53,percent,low
CL SPA,San Pedro de Atacama,2203,unemployment_rate,9.26,percent,medium
CL SPA,San Pedro de Atacama,2203,poverty_rate,19.53,percent,low
CL SPA,San Pedro de Atacama,2203,electricity_access,100.0,percent,very low
CL SPA,San Pedro de Atacama,2203,median_household_income,1303632.0,CLP,high
CL SPA,San Pedro de Atacama,2203,renter_share,14.29,percent,low
CL SPA,San Pedro de Atacama,2203,industry_construction_employment,14.29,percent,low
CL SPA,San Pedro de Atacama,2203,transport_logistics_employment,21.43,percent,medium
CL SPA,San Pedro de Atacama,2203,home_ownership,42.86,percent,very low
CL SPA,San Pedro de Atacama,2203,public_transport_share,34.19,percent,high
CL SPB,San Pablo,10307,poverty_rate,21.43,percent,medium
CL SPB,San Pablo,10307,public_transport_share,28.43,percent,medium
CL SPB,San Pablo,10307,unemployment_rate,6.88,percent,very low
CL SPB,San Pablo,10307,home_ownership,78.57,percent,high
CL SPB,San Pablo,10307,renter_share,0.0,percent,very low
CL SPB,San Pablo,10307,median_household_income,1055000.0,CLP,low
CL SPB,San Pablo,10307,transport_logistics_employment,0.0,percent,very low
CL SPB,San Pablo,10307,industry_construction_employment,23.08,percent,high
CL SPB,San Pablo,10307,electricity_access,100.0,percent,very low
CL SPE,San Pedro,13505,median_household_income,1414513.0,CLP,very high
CL SPE,San Pedro,13505,home_ownership,100.0,percent,very high
CL SPE,San Pedro,13505,public_transport_share,49.86,percent,very high
CL SPE,San Pedro,13505,electricity_access,100.0,percent,very low
CL SPE,San Pedro,13505,industry_construction_employment,20.0,percent,medium
CL SPE,San Pedro,13505,transport_logistics_employment,0.0,percent,very low
CL SPE,San Pedro,13505,unemployment_rate,8.18,percent,very low
CL SPE,San Pedro,13505,poverty_rate,16.51,percent,very low
CL SPE,San Pedro,13505,renter_share,0.0,percent,very low
CL SPP,San Pedro de La paz,8108,transport_logistics_employment,6.52,percent,very low
CL SPP,San Pedro de la Paz,8108,unemployment_rate,9.49,percent,high
CL SPP,San Pedro de La paz,8108,electricity_access,100.0,percent,very low
CL SPP,San Pedro de La paz,8108,renter_share,21.18,percent,medium
CL SPP,San Pedro de la Paz,8108,median_household_income,1042738.0,CLP,low
CL SPP,San Pedro de La paz,8108,home_ownership,72.94,percent,high
CL SPP,San Pedro de la Paz,8108,public_transport_share,35.51,percent,high
CL SPP,San Pedro de la Paz,8108,poverty_rate,22.01,percent,medium
CL SPP,San Pedro de La paz,8108,industry_construction_employment,17.39,percent,medium
CL SRA,San Rafael,7110,unemployment_rate,8.44,percent,low
CL SRA,San Rafael,7110,renter_share,0.0,percent,very low
CL SRA,San Rafael,7110,electricity_access,100.0,percent,very low
CL SRA,San Rafael,7110,median_household_income,925271.0,CLP,very low
CL SRA,San Rafael,7110,public_transport_share,20.39,percent,very low
CL SRA,San Rafael,7110,home_ownership,66.67,percent,medium
CL SRA,San Rafael,7110,transport_logistics_employment,25.0,percent,medium
CL SRA,San Rafael,7110,industry_construction_employment,25.0,percent,high
CL SRA,San Rafael,7110,poverty_rate,26.12,percent,high
CL SRO,San Rosendo,8310,poverty_rate,22.01,percent,medium
CL SRO,San Rosendo,8310,public_transport_share,35.51,percent,high
CL SRO,San Rosendo,8310,median_household_income,1042738.0,CLP,low
CL SRO,San Rosendo,8310,unemployment_rate,9.49,percent,high
CL SVT,San Vicente,6117,median_household_income,1100000.0,CLP,medium
CL SVT,San Vicente,6117,unemployment_rate,9.07,percent,medium
CL SVT,San Vicente,6117,industry_construction_employment,25.81,percent,high
CL SVT,San Vicente,6117,home_ownership,70.83,percent,medium
CL SVT,San Vicente,6117,transport_logistics_employment,0.0,percent,very low
CL SVT,San Vicente,6117,poverty_rate,21.05,percent,low
CL SVT,San Vicente,6117,electricity_access,100.0,percent,very low
CL SVT,San Vicente,6117,renter_share,8.33,percent,very low
CL SVT,San Vicente,6117,public_transport_share,20.36,percent,very low
CL TAL,Talcahuano,8110,unemployment_rate,9.49,percent,high
CL TAL,Talcahuano,8110,poverty_rate,22.01,percent,medium
CL TAL,Talcahuano,8110,transport_logistics_employment,5.88,percent,very low
CL TAL,Talcahuano,8110,median_household_income,1042738.0,CLP,low
CL TAL,Talcahuano,8110,home_ownership,61.11,percent,low
CL TAL,Talcahuano,8110,electricity_access,100.0,percent,very low
CL TAL,Talcahuano,8110,public_transport_share,35.51,percent,high
CL TAL,Talcahuano,8110,industry_construction_employment,21.18,percent,medium
CL TAL,Talcahuano,8110,renter_share,19.44,percent,low
CL TAM,Tierra Amarilla,3103,public_transport_share,24.73,percent,low
CL TAM,Tierra Amarilla,3103,unemployment_rate,8.77,percent,medium
CL TAM,Tierra Amarilla,3103,industry_construction_employment,0.0,percent,very low
CL TAM,Tierra Amarilla,3103,median_household_income,1138667.0,CLP,high
CL TAM,Tierra Amarilla,3103,home_ownership,100.0,percent,very high
CL TAM,Tierra Amarilla,3103,poverty_rate,21.19,percent,medium
CL TAM,Tierra Amarilla,3103,renter_share,0.0,percent,very low
CL TAM,Tierra Amarilla,3103,transport_logistics_employment,100.0,percent,medium
CL TDP,Torres del Paine,12402,public_transport_share,20.08,percent,very low
CL TDP,Torres del Paine,12402,poverty_rate,14.7,percent,very low
CL TDP,Torres del Paine,12402,median_household_income,1423917.0,CLP,very high
CL TDP,Torres del Paine,12402,unemployment_rate,3.83,percent,very low
CL TEN,Teno,7308,median_household_income,925271.0,CLP,very low
CL TEN,Teno,7308,electricity_access,100.0,percent,very low
CL TEN,Teno,7308,home_ownership,73.91,percent,high
CL TEN,Teno,7308,unemployment_rate,8.44,percent,low
CL TEN,Teno,7308,poverty_rate,26.12,percent,high
CL TEN,Teno,7308,transport_logistics_employment,4.0,percent,very low
CL TEN,Teno,7308,industry_construction_employment,24.0,percent,high
CL TEN,Teno,7308,public_transport_share,20.39,percent,very low
CL TEN,Teno,7308,renter_share,4.35,percent,very low
CL TEO,Teodoro Schmidt,9117,industry_construction_employment,14.29,percent,low
CL TEO,Teodoro Schmidt,9117,renter_share,0.0,percent,very low
CL TEO,Teodoro Schmidt,9117,home_ownership,90.0,percent,very high
CL TEO,Teodoro Schmidt,9117,electricity_access,100.0,percent,very low
CL TEO,Teodoro Schmidt,9117,median_household_income,896521.0,CLP,very low
CL TEO,Teodoro Schmidt,9117,poverty_rate,31.96,percent,very high
CL TEO,Teodoro Schmidt,9117,unemployment_rate,10.36,percent,very high
CL TEO,Teodoro Schmidt,9117,public_transport_share,27.27,percent,low
CL TEO,Teodoro Schmidt,9117,transport_logistics_employment,0.0,percent,very low
CL TIL,Tiltil,13303,home_ownership,71.43,percent,medium
CL TIL,Tiltil,13303,public_transport_share,49.86,percent,very high
CL TIL,Tiltil,13303,median_household_income,1414513.0,CLP,very high
CL TIL,Tiltil,13303,poverty_rate,16.51,percent,very low
CL TIL,Tiltil,13303,electricity_access,100.0,percent,very low
CL TIL,Tiltil,13303,unemployment_rate,8.18,percent,very low
CL TIL,Tiltil,13303,renter_share,0.0,percent,very low
CL TIL,Tiltil,13303,transport_logistics_employment,14.29,percent,medium
CL TIL,Tiltil,13303,industry_construction_employment,14.29,percent,low
CL TIM,Timaukel,12303,median_household_income,1423917.0,CLP,very high
CL TIM,Timaukel,12303,unemployment_rate,3.83,percent,very low
CL TIM,Timaukel,12303,poverty_rate,14.7,percent,very low
CL TIM,Timaukel,12303,public_transport_share,20.08,percent,very low
CL TIR,Tirúa,8207,electricity_access,100.0,percent,very low
CL TIR,Tirúa,8207,industry_construction_employment,0.0,percent,very low
CL TIR,Tirúa,8207,transport_logistics_employment,11.11,percent,low
CL TIR,Tirúa,8207,public_transport_share,35.51,percent,high
CL TIR,Tirúa,8207,poverty_rate,22.01,percent,medium
CL TIR,Tirúa,8207,median_household_income,1042738.0,CLP,low
CL TIR,Tirúa,8207,unemployment_rate,9.49,percent,high
CL TIR,Tirúa,8207,renter_share,25.0,percent,medium
CL TIR,Tirúa,8207,home_ownership,75.0,percent,high
CL TLG,Talagante,13601,electricity_access,100.0,percent,very low
CL TLG,Talagante,13601,poverty_rate,16.51,percent,very low
CL TLG,Talagante,13601,transport_logistics_employment,0.0,percent,very low
CL TLG,Talagante,13601,home_ownership,77.78,percent,high
CL TLG,Talagante,13601,unemployment_rate,8.18,percent,very low
CL TLG,Talagante,13601,industry_construction_employment,28.57,percent,high
CL TLG,Talagante,13601,public_transport_share,49.86,percent,very high
CL TLG,Talagante,13601,median_household_income,1414513.0,CLP,very high
CL TLG,Talagante,13601,renter_share,13.89,percent,low
CL TLX,Talca,7101,home_ownership,67.41,percent,medium
CL TLX,Talca,7101,unemployment_rate,8.44,percent,low
CL TLX,Talca,7101,public_transport_share,20.39,percent,very low
CL TLX,Talca,7101,renter_share,21.48,percent,medium
CL TLX,Talca,7101,electricity_access,100.0,percent,very low
CL TLX,Talca,7101,transport_logistics_employment,2.84,percent,very low
CL TLX,Talca,7101,industry_construction_employment,21.28,percent,medium
CL TLX,Talca,7101,median_household_income,925271.0,CLP,very low
CL TLX,Talca,7101,poverty_rate,26.12,percent,high
CL TOL,Toltén,9118,public_transport_share,27.27,percent,low
CL TOL,Toltén,9118,electricity_access,100.0,percent,very low
CL TOL,Toltén,9118,median_household_income,896521.0,CLP,very low
CL TOL,Toltén,9118,poverty_rate,31.96,percent,very high
CL TOL,Toltén,9118,renter_share,0.0,percent,very low
CL TOL,Toltén,9118,industry_construction_employment,0.0,percent,very low
CL TOL,Toltén,9118,home_ownership,71.43,percent,medium
CL TOL,Toltén,9118,transport_logistics_employment,0.0,percent,very low
CL TOL,Toltén,9118,unemployment_rate,10.36,percent,very high
CL TOM,Tomé,8111,poverty_rate,22.01,percent,medium
CL TOM,Tomé,8111,renter_share,5.41,percent,very low
CL TOM,Tomé,8111,transport_logistics_employment,3.57,percent,very low
CL TOM,Tomé,8111,median_household_income,1042738.0,CLP,low
CL TOM,Tomé,8111,home_ownership,70.27,percent,medium
CL TOM,Tomé,8111,electricity_access,100.0,percent,very low
CL TOM,Tomé,8111,public_transport_share,35.51,percent,high
CL TOM,Tomé,8111,unemployment_rate,9.49,percent,high
CL TOM,Tomé,8111,industry_construction_employment,35.71,percent,very high
CL TOQ,Tocopilla,2301,renter_share,31.82,percent,high
CL TOQ,Tocopilla,2301,home_ownership,36.36,percent,very low
CL TOQ,Tocopilla,2301,public_transport_share,34.19,percent,high
CL TOQ,Tocopilla,2301,transport_logistics_employment,11.11,percent,low
CL TOQ,Tocopilla,2301,electricity_access,80.0,percent,very low
CL TOQ,Tocopilla,2301,median_household_income,1303632.0,CLP,high
CL TOQ,Tocopilla,2301,unemployment_rate,9.26,percent,medium
CL TOQ,Tocopilla,2301,poverty_rate,19.53,percent,low
CL TOQ,Tocopilla,2301,industry_construction_employment,38.89,percent,very high
CL TRA,Traiguén,9210,renter_share,38.46,percent,high
CL TRA,Traiguén,9210,unemployment_rate,10.36,percent,very high
CL TRA,Traiguén,9210,industry_construction_employment,8.33,percent,low
CL TRA,Traiguén,9210,transport_logistics_employment,0.0,percent,very low
CL TRA,Traiguén,9210,public_transport_share,27.27,percent,low
CL TRA,Traiguén,9210,electricity_access,100.0,percent,very low
CL TRA,Traiguén,9210,home_ownership,46.15,percent,very low
CL TRA,Traiguén,9210,poverty_rate,31.96,percent,very high
CL TRA,Traiguén,9210,median_household_income,896521.0,CLP,very low
CL TRE,Trehuaco,16207,industry_construction_employment,25.0,percent,high
CL TRE,Trehuaco,16207,electricity_access,100.0,percent,very low
CL TRE,Treguaco,16207,median_household_income,871602.5,CLP,very low
CL TRE,Trehuaco,16207,transport_logistics_employment,0.0,percent,very low
CL TRE,Treguaco,16207,public_transport_share,24.53,percent,low
CL TRE,Treguaco,16207,poverty_rate,29.65,percent,very high
CL TRE,Trehuaco,16207,home_ownership,100.0,percent,very high
CL TRE,Treguaco,16207,unemployment_rate,9.68,percent,high
CL TRE,Trehuaco,16207,renter_share,0.0,percent,very low
CL TTC,Taltal,2104,poverty_rate,19.53,percent,low
CL TTC,Taltal,2104,unemployment_rate,9.26,percent,medium
CL TTC,Taltal,2104,transport_logistics_employment,0.0,percent,very low
CL TTC,Taltal,2104,median_household_income,1303632.0,CLP,high
CL TTC,Taltal,2104,renter_share,0.0,percent,very low
CL TTC,Taltal,2104,industry_construction_employment,50.0,percent,very high
CL TTC,Taltal,2104,home_ownership,87.5,percent,very high
CL TTC,Taltal,2104,electricity_access,100.0,percent,very low
CL TTC,Taltal,2104,public_transport_share,34.19,percent,high
CL TUC,Tucapel,8312,electricity_access,100.0,percent,very low
CL TUC,Tucapel,8312,transport_logistics_employment,14.29,percent,medium
CL TUC,Tucapel,8312,unemployment_rate,9.49,percent,high
CL TUC,Tucapel,8312,home_ownership,88.89,percent,very high
CL TUC,Tucapel,8312,renter_share,11.11,percent,very low
CL TUC,Tucapel,8312,public_transport_share,35.51,percent,high
CL TUC,Tucapel,8312,poverty_rate,22.01,percent,medium
CL TUC,Tucapel,8312,industry_construction_employment,28.57,percent,high
CL TUC,Tucapel,8312,median_household_income,1042738.0,CLP,low
CL VAG,Villa Alegre,7407,poverty_rate,26.12,percent,high
CL VAG,Villa Alegre,7407,home_ownership,62.5,percent,low
CL VAG,Villa Alegre,7407,public_transport_share,20.39,percent,very low
CL VAG,Villa Alegre,7407,unemployment_rate,8.44,percent,low
CL VAG,Villa Alegre,7407,median_household_income,925271.0,CLP,very low
CL VAG,Villa Alegre,7407,electricity_access,100.0,percent,very low
CL VAG,Villa Alegre,7407,renter_share,12.5,percent,low
CL VAG,Villa Alegre,7407,transport_logistics_employment,0.0,percent,very low
CL VAG,Villa Alegre,7407,industry_construction_employment,20.0,percent,medium
CL VAP,Valparaíso,5101,electricity_access,100.0,percent,very low
CL VAP,Valparaíso,5101,poverty_rate,20.94,percent,low
CL VAP,Valparaíso,5101,renter_share,31.58,percent,high
CL VAP,Valparaíso,5101,median_household_income,1108241.0,CLP,medium
CL VAP,Valparaíso,5101,public_transport_share,39.54,percent,high
CL VAP,Valparaíso,5101,unemployment_rate,9.8,percent,high
CL VAP,Valparaíso,5101,transport_logistics_employment,10.59,percent,low
CL VAP,Valparaíso,5101,home_ownership,49.12,percent,very low
CL VAP,Valparaíso,5101,industry_construction_employment,20.0,percent,medium
CL VCN,Vilcún,9119,home_ownership,70.0,percent,medium
CL VCN,Vilcún,9119,public_transport_share,27.27,percent,low
CL VCN,Vilcún,9119,median_household_income,896521.0,CLP,very low
CL VCN,Vilcún,9119,poverty_rate,31.96,percent,very high
CL VCN,Vilcún,9119,renter_share,5.0,percent,very low
CL VCN,Vilcún,9119,unemployment_rate,10.36,percent,very high
CL VCN,Vilcún,9119,industry_construction_employment,8.33,percent,low
CL VCN,Vilcún,9119,transport_logistics_employment,16.67,percent,medium
CL VCN,Vilcún,9119,electricity_access,100.0,percent,very low
CL VCQ,Vichuquén,7309,unemployment_rate,8.44,percent,low
CL VCQ,Vichuquén,7309,home_ownership,100.0,percent,very high
CL VCQ,Vichuquén,7309,industry_construction_employment,0.0,percent,very low
CL VCQ,Vichuquén,7309,electricity_access,100.0,percent,very low
CL VCQ,Vichuquén,7309,transport_logistics_employment,0.0,percent,very low
CL VCQ,Vichuquén,7309,renter_share,0.0,percent,very low
CL VCQ,Vichuquén,7309,median_household_income,925271.0,CLP,very low
CL VCQ,Vichuquén,7309,poverty_rate,26.12,percent,high
CL VCQ,Vichuquén,7309,public_transport_share,20.39,percent,very low
CL VIA,Villa Alemana,5804,poverty_rate,20.94,percent,low
CL VIA,Villa Alemana,5804,transport_logistics_employment,12.35,percent,medium
CL VIA,Villa Alemana,5804,electricity_access,100.0,percent,very low
CL VIA,Villa Alemana,5804,home_ownership,69.14,percent,medium
CL VIA,Villa Alemana,5804,renter_share,22.22,percent,medium
CL VIA,Villa Alemana,5804,industry_construction_employment,16.05,percent,low
CL VIA,Villa Alemana,5804,public_transport_share,39.54,percent,high
CL VIA,Villa Alemana,5804,median_household_income,1108241.0,CLP,medium
CL VIA,Villa Alemana,5804,unemployment_rate,9.8,percent,high
CL VIC,Vicuña,4106,public_transport_share,28.79,percent,medium
CL VIC,Vicuña,4106,poverty_rate,24.26,percent,high
CL VIC,Vicuña,4106,renter_share,40.0,percent,high
CL VIC,Vicuña,4106,unemployment_rate,9.08,percent,medium
CL VIC,Vicuña,4106,median_household_income,1068233.0,CLP,medium
CL VIC,Vicuña,4106,industry_construction_employment,10.0,percent,low
CL VIC,Vicuña,4106,home_ownership,60.0,percent,low
CL VIC,Vicuña,4106,transport_logistics_employment,0.0,percent,very low
CL VIC,Vicuña,4106,electricity_access,100.0,percent,very low
CL VIL,Villarrica,9120,renter_share,31.03,percent,high
CL VIL,Villarrica,9120,median_household_income,896521.0,CLP,very low
CL VIL,Villarrica,9120,unemployment_rate,10.36,percent,very high
CL VIL,Villarrica,9120,industry_construction_employment,27.27,percent,high
CL VIL,Villarrica,9120,transport_logistics_employment,9.09,percent,low
CL VIL,Villarrica,9120,home_ownership,58.62,percent,low
CL VIL,Villarrica,9120,electricity_access,92.86,percent,very low
CL VIL,Villarrica,9120,poverty_rate,31.96,percent,very high
CL VIL,Villarrica,9120,public_transport_share,27.27,percent,low
CL VIT,Vitacura,13132,public_transport_share,49.86,percent,very high
CL VIT,Vitacura,13132,median_household_income,1414513.0,CLP,very high
CL VIT,Vitacura,13132,transport_logistics_employment,7.81,percent,low
CL VIT,Vitacura,13132,poverty_rate,16.51,percent,very low
CL VIT,Vitacura,13132,home_ownership,60.87,percent,low
CL VIT,Vitacura,13132,renter_share,36.96,percent,high
CL VIT,Vitacura,13132,electricity_access,100.0,percent,very low
CL VIT,Vitacura,13132,unemployment_rate,8.18,percent,very low
CL VIT,Vitacura,13132,industry_construction_employment,10.94,percent,low
CL VLR,Vallenar,3301,median_household_income,1138667.0,CLP,high
CL VLR,Vallenar,3301,industry_construction_employment,35.29,percent,very high
CL VLR,Vallenar,3301,unemployment_rate,8.77,percent,medium
CL VLR,Vallenar,3301,public_transport_share,24.73,percent,low
CL VLR,Vallenar,3301,electricity_access,100.0,percent,very low
CL VLR,Vallenar,3301,renter_share,12.0,percent,low
CL VLR,Vallenar,3301,transport_logistics_employment,5.88,percent,very low
CL VLR,Vallenar,3301,poverty_rate,21.19,percent,medium
CL VLR,Vallenar,3301,home_ownership,60.0,percent,low
CL WCA,Castro,10201,renter_share,38.1,percent,high
CL WCA,Castro,10201,home_ownership,57.14,percent,low
CL WCA,Castro,10201,unemployment_rate,6.88,percent,very low
CL WCA,Castro,10201,median_household_income,1055000.0,CLP,low
CL WCA,Castro,10201,public_transport_share,28.43,percent,medium
CL WCA,Castro,10201,electricity_access,100.0,percent,very low
CL WCA,Castro,10201,poverty_rate,21.43,percent,medium
CL WCA,Castro,10201,transport_logistics_employment,7.41,percent,low
CL WCA,Castro,10201,industry_construction_employment,18.52,percent,medium
CL WCH,Chaitén,10401,transport_logistics_employment,0.0,percent,very low
CL WCH,Chaitén,10401,poverty_rate,21.43,percent,medium
CL WCH,Chaitén,10401,public_transport_share,28.43,percent,medium
CL WCH,Chaitén,10401,renter_share,25.0,percent,medium
CL WCH,Chaitén,10401,unemployment_rate,6.88,percent,very low
CL WCH,Chaitén,10401,electricity_access,100.0,percent,very low
CL WCH,Chaitén,10401,industry_construction_employment,50.0,percent,very high
CL WCH,Chaitén,10401,median_household_income,1055000.0,CLP,low
CL WCH,Chaitén,10401,home_ownership,75.0,percent,high
CL YAI,Chillán,16101,public_transport_share,24.53,percent,low
CL YAI,Chillán,16101,median_household_income,871602.5,CLP,very low
CL YAI,Chillán,16101,transport_logistics_employment,4.6,percent,very low
CL YAI,Chillán,16101,unemployment_rate,9.68,percent,high
CL YAI,Chillán,16101,home_ownership,70.48,percent,medium
CL YAI,Chillán,16101,poverty_rate,29.65,percent,very high
CL YAI,Chillán,16101,electricity_access,100.0,percent,very low
CL YAI,Chillán,16101,renter_share,20.0,percent,low
CL YAI,Chillán,16101,industry_construction_employment,19.54,percent,medium
CL YBU,Yerbas Buenas,7408,home_ownership,78.57,percent,high
CL YBU,Yerbas Buenas,7408,poverty_rate,26.12,percent,high
CL YBU,Yerbas Buenas,7408,median_household_income,925271.0,CLP,very low
CL YBU,Yerbas Buenas,7408,industry_construction_employment,11.11,percent,low
CL YBU,Yerbas Buenas,7408,renter_share,21.43,percent,medium
CL YBU,Yerbas Buenas,7408,unemployment_rate,8.44,percent,low
CL YBU,Yerbas Buenas,7408,transport_logistics_employment,0.0,percent,very low
CL YBU,Yerbas Buenas,7408,public_transport_share,20.39,percent,very low
CL YBU,Yerbas Buenas,7408,electricity_access,100.0,percent,very low
CL YUM,Yumbel,8313,transport_logistics_employment,14.29,percent,medium
CL YUM,Yumbel,8313,home_ownership,66.67,percent,medium
CL YUM,Yumbel,8313,renter_share,25.0,percent,medium
CL YUM,Yumbel,8313,electricity_access,100.0,percent,very low
CL YUM,Yumbel,8313,industry_construction_employment,42.86,percent,very high
CL YUM,Yumbel,8313,median_household_income,1042738.0,CLP,low
CL YUM,Yumbel,8313,poverty_rate,22.01,percent,medium
CL YUM,Yumbel,8313,unemployment_rate,9.49,percent,high
CL YUM,Yumbel,8313,public_transport_share,35.51,percent,high
CL YUN,Yungay,16109,transport_logistics_employment,0.0,percent,very low
CL YUN,Yungay,16109,unemployment_rate,9.68,percent,high
CL YUN,Yungay,16109,renter_share,12.5,percent,low
CL YUN,Yungay,16109,median_household_income,871602.5,CLP,very low
CL YUN,Yungay,16109,public_transport_share,24.53,percent,low
CL YUN,Yungay,16109,home_ownership,75.0,percent,high
