datasource_name,dataset_name,URL,publisher_id,datasource_id
FAO,FAOSTAT - Protein Consumption,https://www.fao.org/faostat/en/#data/HS,0437c09d-6df6-3700-8a84-85df75f8b7cd,15d25b18-13d2-373f-bf15-7f5652825dba
