datasource_id,name,URL,publisher_id
61f66de0-b883-43b0-a084-45efd75d5de5,IPCC Emission Factor Database (EFDB) [2006 IPCC Guidelines],https://www.ipcc-nggip.iges.or.jp/EFDB/main.php,d718527b-2a72-49b0-b77b-1a3ba401ff00
